symbolRate_1,symbolRate_2,symbolRate_3,symbolRate_4,symbolRate_5,symbolRate_6,symbolRate_7,symbolRate_8,symbolRate_9,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,centerFrequency_4,centerFrequency_5,centerFrequency_6,centerFrequency_7,centerFrequency_8,centerFrequency_9,powerdBm_1,powerdBm_2,powerdBm_3,powerdBm_4,powerdBm_5,powerdBm_6,powerdBm_7,powerdBm_8,powerdBm_9,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNR_6,SNR_7,SNR_8,SNR_9,SNRdB_1,SNRdB_2,SNRdB_3,SNRdB_4,SNRdB_5,SNRdB_6,SNRdB_7,SNRdB_8,SNRdB_9,EVM_1,EVM_2,EVM_3,EVM_4,EVM_5,EVM_6,EVM_7,EVM_8,EVM_9,SER_1,SER_2,SER_3,SER_4,SER_5,SER_6,SER_7,SER_8,SER_9,runningTime
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-20,0,-20,0,-20,0,-20,0,333.134755373699,22.1755771678751,332.011097878779,20.1896324812805,333.861037764218,20.5130195047745,327.57491920939,21.8722881536568,331.39944764047,25.2261994424812,13.4587493211419,25.211526007732,13.0512841340602,25.2356573899649,13.12029592974,25.1531064258184,13.3989421881842,25.2035178022425,0.0547223485072461,0.207668573597663,0.0548148635047659,0.217192770379731,0.0546611561123674,0.215592047762913,0.0551887280855957,0.209186735653027,0.0548720704403932,0,0.087617535718647,0,0.0993345137065755,0,0.0982965993039868,0,0.0907925265600195,0,3400.998056
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-11,0,-11,0,-11,0,-11,0,325.354343066794,23.6656211534353,331.921504854448,21.5291761321149,333.950984672981,21.9014324742558,327.036518172305,23.4387316244414,323.875005691978,25.123566083877,13.7411790791532,25.2103539081495,13.3302741077461,25.2368272834398,13.4047252101909,25.1459625038265,13.6993410634732,25.1037743362644,0.0553705068701874,0.201317218352118,0.0548223085304363,0.210721796256171,0.0546538095071507,0.209085755516727,0.0552340287480746,0.202580518999251,0.0555034401664088,0,0.0835266821345708,0,0.0947554795775078,0,0.0934733500213688,0,0.0860300402979607,0,3451.018213
10000000000,4000000000,10000000000,4000000000,10000000000,4000000000,10000000000,4000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-14,0,-14,0,-14,0,-14,0,330.414255010435,13.208063766923,330.068421906251,12.5232880929891,341.768900227768,12.4038214342981,325.919398572699,13.4042041791991,330.599757839239,25.1905877575132,11.2083915698066,25.1860397677542,10.9771837145892,25.3373254090675,10.9355550549683,25.1311021024225,11.2724103459326,25.1930253111952,0.0549509187335663,0.265341891824107,0.0549740863837881,0.271893708532399,0.0540308195218647,0.273095408949474,0.0553269458717937,0.263514845011412,0.0549304585457093,0,0.172965382501984,0,0.183416778605446,0,0.183111491024545,0,0.171011661273582,0,939.847049
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-13,0,-13,0,-13,0,-13,0,278.357007007831,8.94723737757022,236.993695444356,8.64613570178098,242.029217307707,8.50080779085775,239.356215041927,8.78606174257698,277.815259482802,24.4460215816149,9.51688959686131,23.7473679297151,9.36822047537232,23.8386779635064,9.29460196589963,23.7904470870692,9.4379425087174,24.4375609643101,0.0598482381577288,0.317043044154744,0.064847334472059,0.321983635002482,0.0641707655510812,0.32444767342302,0.0645269773549107,0.319657736661721,0.0599078844585028,0,0.249750286707854,0,0.257075209944138,0,0.258148052236321,0,0.255933112595032,0,1221.723886
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-12,0,-12,0,-12,0,-12,0,266.426115003914,9.36759325687471,220.390634094414,9.05582853774296,224.731058301286,8.91685108100407,222.695380169086,9.22865209379595,266.185308617124,24.2557679199311,9.71628025304078,23.4319313442865,9.5692819102871,23.5166309697078,9.50211513615258,23.4771120765872,9.65138274051439,24.2518408208311,0.0611695609528841,0.310548327771248,0.0672368638846303,0.315360813749358,0.066585839848515,0.317573264416213,0.066888719653699,0.312663796152507,0.061198755319017,0,0.238411453516333,0,0.246050830527912,0,0.245107469202027,0,0.24296627883317,0,1161.976361
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-11,0,-11,0,-11,0,-11,0,252.818956066535,9.76947194348744,202.505558302051,9.40827565502211,206.161840265034,9.26128077459502,204.727539960392,9.57585634503553,252.90063559686,24.0280963371816,9.89871090000522,23.06436948078,9.73510033402685,23.1420828220846,9.66671050923369,23.1117626791084,9.81177622253582,24.0294992082666,0.062788928291855,0.304699967945666,0.070131689535564,0.30998120838896,0.0695083061934593,0.312204369652358,0.0697510596302029,0.307489694303609,0.0627838410526556,0,0.228700381043987,0,0.236487736302763,0,0.236450741740964,0,0.233070050498511,0,1088.352972
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-10,0,-10,0,-10,0,-10,0,237.564463154682,10.0933112948522,183.703248803617,9.68598376585895,186.713582801272,9.55247960758716,185.81792094493,9.90371279103302,237.86289021387,23.7578147582894,10.0403366783877,22.6411683689921,9.86143736814198,22.7117591259863,9.80116119239606,22.6908759659074,9.95798037261853,23.763266915855,0.0647667698455091,0.300221355493259,0.0736180879136734,0.305934224201684,0.0730233147122625,0.307875057332577,0.0731993968415729,0.302831797469328,0.0647315639095267,0,0.222707262032481,0,0.230531611853058,0,0.229995190706966,0,0.226540389559942,0,1110.011921
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-9,0,-9,0,-9,0,-9,0,220.791513706332,10.3632316772484,164.436324703913,9.95254903403208,166.863457794291,9.77868384500663,166.421595302323,10.1601621046017,221.198171183413,23.4398237693153,10.1549520721803,22.1599776135419,9.97934325935322,22.2236123892071,9.90280405164268,22.2120968080148,10.069006371381,23.4478153199868,0.0671731135453248,0.296638056486067,0.0777912566033974,0.302199159562958,0.077224282594216,0.304640091923852,0.077327858283083,0.299335188468526,0.0671171897194028,0,0.217287558728867,0,0.225352373201139,0,0.225000924864045,0,0.221046595512477,0,1076.832402
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-8,0,-8,0,-8,0,-8,0,202.739644822766,10.583353588674,145.20440555716,10.1521699950583,146.057398690895,9.97515785894776,147.042470033308,10.3678928870327,203.136881910807,23.0693868132374,10.246233060996,21.6197979322453,10.0655888127909,21.645235615098,9.98919777213669,21.6744278942306,10.1569050175849,23.0778878187927,0.0700884763383814,0.293813103008105,0.0827554960877944,0.299497155784765,0.0825133700390231,0.301917457352505,0.0822394345232142,0.296593605746654,0.0700261989514822,0,0.213088675964633,0,0.221375457807702,0,0.221338463245903,0,0.217513549508888,0,1140.617073
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-7,0,-7,0,-7,0,-7,0,183.755488486503,10.7574633455772,126.503508699604,10.3083867348155,127.291364465619,10.1447620412914,128.18214602179,10.530623606134,184.028592362689,22.6424031964088,10.3170987496462,21.0210257126476,10.131907034029,21.0479894181437,10.0624186454175,21.078275382546,10.224540901488,22.6488530420868,0.0736049212309118,0.29164188682241,0.0886247546982272,0.297442677860783,0.0883547822558085,0.299633463596203,0.0880464774278838,0.294504115356089,0.0735569931288875,0,0.210166105582479,0,0.218545373830047,0,0.21897081129074,0,0.214720408427517,0,1111.743553
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-6,0,-6,0,-6,0,-6,0,164.271986063937,10.8881753109231,108.77621569332,10.4234890493495,109.529168699676,10.2448501420724,110.289301892694,10.6257101815272,164.32263365458,22.155635078345,10.3695510484348,20.3653394570826,10.1801311447672,20.3952979149014,10.1050561008255,20.4253338774118,10.2635796626222,22.1569738689394,0.0778275092215318,0.29005485588104,0.0955237750504498,0.2959717032884,0.095199979027567,0.29833270658873,0.0948718089552062,0.293315551093674,0.0778225713386278,0,0.208149901964411,0,0.21708408863897,0,0.216288705560283,0,0.213129612844749,0,969.453443
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-5,0,-5,0,-5,0,-5,0,144.771651465574,10.9760603356477,92.3728755489553,10.4976245894537,93.0846445465801,10.3348351883753,93.7200654747481,10.7103352652387,144.530057384946,21.6068352859183,10.4044648569566,19.6554446333278,10.2109103769827,19.6887804469019,10.1430355524005,19.7183258333201,10.2980306574915,21.5995817511303,0.0828765033237721,0.289022665771826,0.103590070762309,0.29506249822855,0.10319890112218,0.29719491973011,0.102850694369965,0.292286021776565,0.0829529598812863,0,0.206836595020532,0,0.216510672931079,0,0.215715289852392,0,0.21105787906254,0,1090.540819
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-4,0,-4,0,-4,0,-4,0,125.783016193887,11.0186276056744,77.5303770608438,10.5277895577468,78.2026505170637,10.3678884453057,78.7160941085399,10.7628420280974,125.173090413418,20.9962200461304,10.4212750555033,18.8947189612023,10.223371951507,18.9322147282235,10.156903157016,18.9606353627196,10.3192696595348,20.9751097471252,0.0888799917201568,0.288565528031199,0.112976942523671,0.294746024076691,0.112496710626808,0.296837721073574,0.112133941088929,0.291684835460938,0.0890988533177234,0,0.206078206503644,0,0.215955754504088,0,0.215123376863601,0,0.211002386193374,0,1089.092578
10000000000,4000000000,10000000000,4000000000,10000000000,4000000000,10000000000,4000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-200000000000,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,200000000000,0,-13,0,-13,0,-13,0,-13,0,329.158663107996,13.3499544998399,329.960686006566,12.6547270736553,341.776010621463,12.527780823557,325.799851419905,13.5526988107272,329.308691776877,25.174052897501,11.2547978551317,25.1846219785509,11.0225278310283,25.3374157617187,10.9787414669723,25.1295088191377,11.3202578686342,25.1760319363605,0.0550552517737335,0.26402431790323,0.0549830510195069,0.270594914516611,0.054030255655466,0.27185196041481,0.0553370738148044,0.26218089867453,0.0550376806720579,0,0.171194822638745,0,0.182623030895103,0,0.182684088411283,0,0.169607424140668,0,889.061645
