symbolRate_1,symbolRate_2,symbolRate_3,symbolRate_4,symbolRate_5,symbolRate_6,symbolRate_7,symbolRate_8,symbolRate_9,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,centerFrequency_4,centerFrequency_5,centerFrequency_6,centerFrequency_7,centerFrequency_8,centerFrequency_9,powerdBm_1,powerdBm_2,powerdBm_3,powerdBm_4,powerdBm_5,powerdBm_6,powerdBm_7,powerdBm_8,powerdBm_9,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNR_6,SNR_7,SNR_8,SNR_9,SNRdB_1,SNRdB_2,SNRdB_3,SNRdB_4,SNRdB_5,SNRdB_6,SNRdB_7,SNRdB_8,SNRdB_9,EVM_1,EVM_2,EVM_3,EVM_4,EVM_5,EVM_6,EVM_7,EVM_8,EVM_9,SER_1,SER_2,SER_3,SER_4,SER_5,SER_6,SER_7,SER_8,SER_9,BER_1,BER_2,BER_3,BER_4,BER_5,BER_6,BER_7,BER_8,BER_9,achievableDataRate_1,achievableDataRate_2,achievableDataRate_3,achievableDataRate_4,achievableDataRate_5,achievableDataRate_6,achievableDataRate_7,achievableDataRate_8,achievableDataRate_9,runningTime
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-20,0,-20,0,-20,0,-20,0,314.377299142701,41.2994220236829,315.07433400103,38.0569089751277,288.901093222329,38.2456402965621,309.502572224145,40.4899328042117,313.704961250437,24.974511785474,16.1594397384329,24.9841302692609,15.8043351149803,24.6074918524858,15.8258193614172,24.9066426271998,16.0734705602788,24.9652138712825,0.0563354332082709,0.153801710567034,0.0562774096509659,0.160024291732374,0.0587595214314064,0.159633484043988,0.0567762696557463,0.155382856609696,0.0563911018763945,0,0.0213922236120914,0,0.0273211396714955,0,0.0267096536675713,0,0.0232261736210263,0,0,0.00534805590302286,0,0.00683028491787387,0,0.00667741341689283,0,0.00580654340525657,0,10000000000,3808022636.2179,10000000000,3764293101.65402,10000000000,3768777971.85841,10000000000,3794287929.69931,10000000000,22297.724665
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-11,0,-11,0,-11,0,-11,0,312.817512908258,47.179051596955,311.446377951046,43.1344507535799,288.069168286725,43.0559726935958,307.302545250761,46.0221749820966,311.665076139706,24.9529105879482,16.737492063599,24.9338328449569,16.3482427238182,24.5949677872652,16.3403340498712,24.8756615733995,16.629671393305,24.9368813981432,0.0564753276388576,0.144156659606199,0.056603118930229,0.15052726129882,0.0588438699676808,0.150693568461584,0.0569778655511722,0.145977773547348,0.0565744724229605,0,0.0170526691365565,0,0.0222479693333628,0,0.021392089140752,0,0.0187644295217781,0,0,0.00426316728413913,0,0.0055619923333407,0,0.00534802228518801,0,0.00469110738044452,0,10000000000,3841266021.59216,10000000000,3801441414.0295,10000000000,3808016984.65976,10000000000,3828410055.12936,10000000000,22576.864866
10000000000,13000000000,10000000000,13000000000,10000000000,13000000000,10000000000,13000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-14,0,-14,0,-14,0,-14,0,264.393742980765,21.9217691180687,295.47611104643,20.8356405536507,290.254422178332,20.7062426501313,292.752617699342,21.3365756225476,260.806059026888,24.2225117312419,13.4087559941142,24.7052237435399,13.1880685658785,24.6277884516519,13.1610129906929,24.6650078708273,13.2912471932617,24.1631767667406,0.0614061867163565,0.208913474896997,0.0581112672573665,0.214166098052606,0.0586179900519799,0.214680885469668,0.0583949802960919,0.211679167820258,0.0618396512937706,0,0.0752961082910321,0,0.0830435507833317,0,0.0828125110435423,0,0.0786257097905508,0,0,0.018824027072758,0,0.0207608876958329,0,0.0207031277608856,0,0.0196564274476377,0,10000000000,44991804574.4537,10000000000,44425415893.3218,10000000000,44443217925.9241,10000000000,44747384878.2173,10000000000,920.565731
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-13,0,-13,0,-13,0,-13,0,317.307103220597,7.52404765438138,317.357423302437,7.3348272516143,286.292471554292,7.39452051676611,328.2016003621,7.64333893345693,313.158870001662,25.0147979430331,8.76451537538805,25.015486613441,8.65389889882896,24.5680992781407,8.68910018268833,25.1614069440975,8.83283118209389,24.9576471729302,0.0560748019924875,0.342520345679164,0.0560825591281012,0.346413468991418,0.0590242033110389,0.345195679519627,0.0551616341766965,0.340189863608084,0.056448776313275,0,0.323164499460564,0,0.331582533643745,0,0.328497340677228,0,0.319979936781936,0,0,0.0807911248651411,0,0.0828956334109364,0,0.0821243351693071,0,0.0799949841954839,0,10000000000,307043401471.049,10000000000,303264595423.667,10000000000,304652760531.545,10000000000,308503628626.409,10000000000,4845.890407
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-12,0,-12,0,-12,0,-12,0,317.180789937702,8.83021664803967,317.041909687135,8.56762754809975,286.065784024495,8.64564446318186,327.783905172287,8.98509361895133,312.993056996585,25.0130687638614,9.45971359058192,25.0111667528654,9.32860578584667,24.5646591548439,9.3679737197336,25.1558762505367,9.5352260654039,24.9553470386749,0.0560858389366342,0.318959165718727,0.056110105609212,0.32333542962432,0.0590477475737749,0.322043577357919,0.0551964950198061,0.316521841722498,0.0564646461846014,0,0.273739897412602,0,0.282792004996877,0,0.279583782862983,0,0.269396021426003,0,0,0.0684349743531505,0,0.0706980012492192,0,0.0698959457157458,0,0.0673490053565007,0,10000000000,330217085877.42,10000000000,325854864513.649,10000000000,327406030937.134,10000000000,332353807014.862,10000000000,4734.486093
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-11,0,-11,0,-11,0,-11,0,316.951803985721,10.2423647604375,317.067143443176,9.88742666834934,285.704372135197,9.98727525233835,327.157523389998,10.4400255304702,312.71445202265,25.0099322797679,10.1040023826506,25.011512399437,9.95083275504536,24.5591688644386,9.99447019329056,25.1475691188547,10.1870156070923,24.9514795252101,0.056105911384956,0.298261965470103,0.0561077600166779,0.303115652296307,0.0590852540991465,0.301756437985341,0.0552488986491978,0.295724929935841,0.0564909574846512,0,0.228980939942839,0,0.239329585675619,0,0.235941551681714,0,0.223454091193004,0,0,0.0572452349857097,0,0.0598323964189049,0,0.0589853879204285,0,0.0558635227982511,0,10000000000,352737399530.825,10000000000,347400742561.846,10000000000,349149614250.877,10000000000,355651744215.569,10000000000,4891.439354
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-10,0,-10,0,-10,0,-10,0,316.55117565558,11.732022994756,316.428600714191,11.2650884555813,285.130021016432,11.3900177499431,326.211952784099,11.9794552200635,312.252990885326,25.0044393080894,10.693729055262,25.00275730739,10.5173460623473,24.5504294609016,10.5652440087421,25.1349987004906,10.7843706844562,24.9450660691414,0.0561411343302665,0.280279297148183,0.0561640450613878,0.285597538142629,0.0591448972427805,0.284178447753514,0.0553283003650289,0.277650840586502,0.0565341541446236,0,0.191513826585657,0,0.202539132739008,0,0.198640054511385,0,0.185220411485246,0,0,0.0478784566464142,0,0.050634783184752,0,0.0496600136278462,0,0.0463051028713115,0,10000000000,372913828443.686,10000000000,366857002612.266,10000000000,368999959709.271,10000000000,376457966352.76,10000000000,4701.359957
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-9,0,-9,0,-9,0,-9,0,315.867805104405,13.2626744546294,315.391862141588,12.6650916766506,284.220165705543,12.8177029638251,324.777321798133,13.565885190474,311.497193183343,24.9950536260018,11.2263110957176,24.9885048330931,11.0260833779174,24.5365488831328,11.0781020306749,25.115856961794,11.3244813726427,24.9345413770312,0.0562014299358467,0.264822684079948,0.0562558669213402,0.270586050832826,0.0592396155948257,0.269115425648136,0.0554494524389926,0.262112907574155,0.0566045423760118,0,0.159616148997785,0,0.172103609486495,0,0.16791115401359,0,0.153975734862681,0,0,0.0399040372494464,0,0.0430259023716238,0,0.0419777885033975,0,0.0384939337156701,0,10000000000,391215483336.019,10000000000,383932444951.939,10000000000,386378067586.887,10000000000,394594358035.654,10000000000,4690.637406
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-8,0,-8,0,-8,0,-8,0,314.724678003382,14.7924401112892,313.725625878986,14.0483906273876,282.786246980337,14.2302501554891,322.599718660116,15.1555999827596,310.271052893567,24.9793079788778,11.7003981966686,24.9654999438565,11.4762657465544,24.5145828417087,11.5321253467273,25.0866398430399,11.8057313397609,24.9174125945457,0.0563027992993708,0.251680567189443,0.0564044785035969,0.257864235541165,0.0593893680354557,0.256351269855764,0.0556347169175557,0.248901853123682,0.0567185641557181,0,0.134977192285125,0,0.14752143546647,0,0.144000908523082,0,0.129814699146367,0,0,0.0337442980712812,0,0.0368803588666175,0,0.0360002271307705,0,0.0324536747865917,0,10000000000,406190757068.614,10000000000,398488223648.621,10000000000,400650316310.677,10000000000,409460099319.672,10000000000,4595.408703
10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,129000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-600000000000,-450000000000,-300000000000,-150000000000,0,150000000000,300000000000,450000000000,600000000000,0,-7,0,-7,0,-7,0,-7,0,312.843615483555,16.277462539998,311.076503983127,15.3756362703962,280.634230383539,15.5869568687834,319.286220540797,16.7020914324585,308.29975619439,24.9532729631672,12.1158670456012,24.928672095149,11.8683309667539,24.4814064302877,11.9276133365581,25.0418017606457,12.2277085681855,24.8897318128352,0.0564708971210713,0.240633015127701,0.0566435228240853,0.247208481825655,0.0596167489257909,0.245663158423625,0.0559204646825618,0.237800334603061,0.0569023749623833,0,0.116338273427593,0,0.128839929589461,0,0.125906157136638,0,0.111454961860958,0,0,0.0290845683568981,0,0.0322099823973653,0,0.0314765392841595,0,0.0278637404652395,0,10000000000,418087084930.941,10000000000,410079642716.635,10000000000,411950078879.016,10000000000,421325624385.337,10000000000,4470.352707
