symbolRate_1,symbolRate_2,symbolRate_3,symbolRate_4,symbolRate_5,symbolRate_6,symbolRate_7,symbolRate_8,symbolRate_9,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,centerFrequency_4,centerFrequency_5,centerFrequency_6,centerFrequency_7,centerFrequency_8,centerFrequency_9,powerdBm_1,powerdBm_2,powerdBm_3,powerdBm_4,powerdBm_5,powerdBm_6,powerdBm_7,powerdBm_8,powerdBm_9,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNR_6,SNR_7,SNR_8,SNR_9,SNRdB_1,SNRdB_2,SNRdB_3,SNRdB_4,SNRdB_5,SNRdB_6,SNRdB_7,SNRdB_8,SNRdB_9,EVM_1,EVM_2,EVM_3,EVM_4,EVM_5,EVM_6,EVM_7,EVM_8,EVM_9,SER_1,SER_2,SER_3,SER_4,SER_5,SER_6,SER_7,SER_8,SER_9,BER_1,BER_2,BER_3,BER_4,BER_5,BER_6,BER_7,BER_8,BER_9,achievableDataRate_1,achievableDataRate_2,achievableDataRate_3,achievableDataRate_4,achievableDataRate_5,achievableDataRate_6,achievableDataRate_7,achievableDataRate_8,achievableDataRate_9,runningTime
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-20,0,-20,0,-20,0,-20,0,183.647774536119,34.5381532915972,197.311252753672,31.6158391677632,78.8599736987739,31.8057524781798,198.811680485822,33.8264453107987,184.251211188333,22.6398566988502,15.3829911271291,22.9515185397733,14.9990471362329,18.9685662789217,15.0250567481447,22.9844189626612,15.292563618726,22.6541035140588,0.0736416233978313,0.167822255926945,0.0711184311886126,0.175135613329343,0.112058942845548,0.17469169858307,0.0708510332695435,0.169576877273601,0.0735291949572527,0,0.0326995599500125,0,0.0425403070369151,0,0.04070640185176,0,0.0341056968633514,0,0,0.00817488998750313,0,0.0106350767592288,0,0.01017660046294,0,0.00852642421583786,0,10000000000,3726604327.44434,10000000000,3660143180.01109,10000000000,3672206917.12877,10000000000,3716780206.91083,10000000000,7741.67728
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-11,0,-11,0,-11,0,-11,0,181.695819198655,38.664324857774,195.878216336753,35.1584809715654,78.8149579779156,35.3775909342925,197.685886007912,37.7994556642076,182.066394477834,22.5934493435348,15.873104310897,22.9198614068704,15.460301030366,18.9660864833713,15.4872825594609,22.9597566350845,15.7748554577021,22.602297918153,0.0740348866209973,0.158884952012902,0.0713764380965525,0.166375934231299,0.112090528202307,0.165941671535111,0.0710535326744672,0.160737852239035,0.073967892308116,0,0.0285432899100476,0,0.0369171339794731,0,0.0357555854911999,0,0.0302550054714894,0,0,0.00713582247751191,0,0.00922928349486827,0,0.00893889637279997,0,0.00756375136787235,0,10000000000,3755767898.69986,10000000000,3697455703.00532,10000000000,3705434022.2522,10000000000,3743585890.94415,10000000000,8012.531607
10000000000,7000000000,10000000000,7000000000,10000000000,7000000000,10000000000,7000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-14,0,-14,0,-14,0,-14,0,170.326023284401,20.8218680371945,184.982567764552,19.3489310971809,79.9994395972327,19.2159133836393,184.926404575232,19.6134751108116,177.126841602186,22.3128100677294,13.1851968972075,22.6713080364424,12.8665697806716,19.0308694473342,12.836610324666,22.6699892599207,12.9255454867746,22.4828437867406,0.0764475573423999,0.214041110378457,0.0734695386856113,0.222221478986634,0.111267573458976,0.222617245549129,0.0734374057301042,0.220364338332613,0.0749916825448668,0,0.0913761587694139,0,0.101582936842099,0,0.103300733496333,0,0.0984533405370128,0,0,0.0228440396923535,0,0.0253957342105247,0,0.0258251833740831,0,0.0246133351342532,0,10000000000,23602302037.9765,10000000000,23219897122.8422,10000000000,23156550097.9886,10000000000,23338873492.6598,10000000000,657.509497
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-13,0,-13,0,-13,0,-13,0,185.406881441671,10.267153824967,200.661909026905,9.72357531051263,79.2210646815938,9.74385472478371,204.753032145574,10.2149745990294,196.231909389826,22.6812584910019,10.1145006877516,23.0246493965516,9.87825982223061,18.9884067475388,9.88730800258512,23.1123034185781,10.0923729103551,22.9276962967556,0.0733020028321381,0.297975513089772,0.07051232456767,0.30553770579314,0.111818687305658,0.305251820437834,0.0698340476801681,0.298689875020044,0.0712637863832662,0,0.224627627926883,0,0.240053723044556,0,0.239276964185549,0,0.22567000911285,0,0,0.0561569069817208,0,0.0600134307611391,0,0.0598192410463872,0,0.0564175022782124,0,10000000000,178891942019.697,10000000000,174862088703.812,10000000000,175067293552.57,10000000000,178620531203.55,10000000000,1499.277553
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-12,0,-12,0,-12,0,-12,0,185.319100037038,11.4303286486455,200.500097076173,10.7674742448937,79.2178748948922,10.7955383804729,204.616564604163,11.3767742670853,196.205845646593,22.6792018247706,10.580587175555,23.021145872287,10.3211384163139,18.988231878057,10.3324430575669,23.1094078883355,10.5601914109315,22.9271194236217,0.0733189896209629,0.283700834519563,0.0705405099176055,0.291692316814466,0.111820651108356,0.291357209382281,0.0698572400719414,0.284344276059904,0.0712686473315854,0,0.195747353241202,0,0.211689458261327,0,0.210011894001718,0,0.195822334412958,0,0,0.0489368383103006,0,0.0529223645653317,0,0.0525029735004296,0,0.0489555836032394,0,10000000000,186726598854.672,10000000000,182358052399.532,10000000000,182820306352.251,10000000000,186717967313.958,10000000000,1443.510915
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-11,0,-11,0,-11,0,-11,0,185.175512722677,12.5591683597984,200.255155332257,11.7705069885974,79.2061777958884,11.807626601382,204.397065004826,12.5058601157548,196.134831324442,22.675835558203,10.9896088233841,23.0158370529826,10.7079516952213,18.987590563121,10.7216261077949,23.1047465535035,10.9711356657273,22.925547262977,0.0733469042738062,0.271644277457423,0.070583291837398,0.280024210931485,0.111828512826691,0.279640391048636,0.0698945618267746,0.272218745884608,0.0712816778216653,0,0.172746407239984,0,0.188885340746863,0,0.186626127450997,0,0.173075004789184,0,0,0.043186601809996,0,0.0472213351867158,0,0.0466565318627491,0,0.0432687511972959,0,10000000000,193264474769.526,10000000000,188649712074.541,10000000000,189303638172.885,10000000000,193181495314.776,10000000000,1329.161053
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-10,0,-10,0,-10,0,-10,0,184.942847322554,13.6256482347027,199.881676275241,12.7093143013125,79.1793327169234,12.7564992415473,204.046109518132,13.574376705312,195.985355951521,22.67037539607,11.3435717282446,23.0077298292602,11.0412211993328,18.9861183741897,11.0573150756107,23.0972831863433,11.3271989721792,22.9222362203482,0.073392329315665,0.26156230882435,0.070648742307287,0.270286968219054,0.111846913813775,0.26985563091995,0.0699543218573933,0.262069495540201,0.071308967089755,0,0.15463871535969,0,0.170889999248629,0,0.169222974552248,0,0.155239661347924,0,0,0.0386596788399225,0,0.0427224998121572,0,0.0423057436380619,0,0.038809915336981,0,10000000000,198622838595.063,10000000000,193809111753.596,10000000000,194310448335.982,10000000000,198455657677.665,10000000000,1400.356033
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-9,0,-9,0,-9,0,-9,0,184.565594641267,14.6067190081405,199.309223019423,13.5656099074158,79.1255379432842,13.6235124318086,203.487786545781,14.5593188159097,195.702743464463,22.6615074625623,11.6455267475143,22.9952739611024,11.3243932433946,18.9831667563212,11.3428909238525,23.0853834773839,11.6314105619872,22.9159691387019,0.0734658977673864,0.253216880638815,0.0707495045008565,0.26224169677196,0.111882865192093,0.261764592690713,0.0700496630106237,0.253658269719296,0.0713604935491711,0,0.141452390511816,0,0.157027199639342,0,0.154975494469337,0,0.141762202368359,0,0,0.0353630976279541,0,0.0392567999098355,0,0.0387438736173343,0,0.0354405505920897,0,10000000000,202653074176.362,10000000000,197912471891.288,10000000000,198540302464.538,10000000000,202572598638.628,10000000000,1452.70261
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-8,0,-8,0,-8,0,-8,0,184.067433412076,15.4851993455335,198.429110637362,14.3265808300462,79.0304040427354,14.3954395771726,202.603943129738,15.4434476792534,195.198903994854,22.6497695667054,11.8991680052961,22.9760538587137,11.5614255440117,18.9779420227431,11.5822493097344,23.0664789345675,11.887442610858,22.9047737485566,0.0735656037166791,0.246386571996984,0.0709053785756057,0.255667912865515,0.11194899219879,0.255147203762402,0.0702013397460137,0.246763373497214,0.071452466281047,0,0.131938333031433,0,0.146601923510406,0,0.145301866922009,0,0.132022733159378,0,0,0.0329845832578582,0,0.0366504808776016,0,0.0363254667305023,0,0.0330056832898446,0,10000000000,205635394345.091,10000000000,201075320517.696,10000000000,201486718502.502,10000000000,205623598649.212,10000000000,1361.494541
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-400000000000,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,400000000000,0,-7,0,-7,0,-7,0,-7,0,183.306224518405,16.2492993726122,197.081130887241,14.9841234718603,78.8632120918826,15.0637429621098,201.212750792205,16.214859401246,194.333877060489,22.6317721252412,12.1083464007378,22.9464504567046,11.7563134304622,18.9687446187454,11.779328965539,23.0365549836815,12.0991318726568,22.8854851515448,0.0737182441763448,0.240876371979098,0.0711469673048158,0.250372888737655,0.112065834494547,0.249811025099829,0.0704420426352882,0.241189348954134,0.0716110165065165,0,0.125241869056695,0,0.139266661657525,0,0.13805133721572,0,0.125035110354431,0,0,0.0313104672641738,0,0.0348166654143812,0,0.03451283430393,0,0.0312587775886078,0,10000000000,207775869639.298,10000000000,203346895968.473,10000000000,203734038021.334,10000000000,207854993500.795,10000000000,1362.206481
