symbolRate_1,symbolRate_2,modulation,centerFrequency_1,centerFrequency_2,powerdBm_1,powerdBm_2,SNR_1,SNR_2,SNRdB_1,SNRdB_2,EVM_1,EVM_2,SER_1,SER_2,runningTime
10000000000,10000000000,OOK+OOK,0,50000000000,-10,-10,63.0525380379825,63.2538774834911,17.9970257280769,18.0108715305843,0.125196755505602,0.125003799921044,0,0,73.719389
10000000000,10000000000,OOK+OOK,0,50000000000,-1,-10,354.070763372661,63.3799957500043,25.4909006731125,18.0195220573232,0.0530804502127838,0.124885569931893,0,0,66.238219
10000000000,10000000000,OOK+OOK,0,50000000000,5,-6,99.8923127970571,151.767180201113,19.9953206842345,21.8117786511279,0.103324318052274,0.0809731704433957,0,0,63.269577
10000000000,10000000000,OOK+OOK,0,150000000000,2,-5,268.910420909641,186.329687992391,24.2960763247938,22.702820567431,0.0609258298903423,0.0731064022597592,0,0,134.827396
10000000000,10000000000,OOK+OOK,0,150000000000,3,-5,209.509574618225,186.624045289128,23.2120387507723,22.7096759902257,0.0693280836625952,0.0730491791541778,0,0,138.670761
10000000000,10000000000,OOK+OOK,0,150000000000,4,-5,151.59737036335,187.131792008544,21.8069166800717,22.72147576495,0.0824218970842046,0.0729507635430675,0,0,136.617677
10000000000,10000000000,OOK+OOK,0,150000000000,5,-5,99.716941455771,187.966804546868,19.9876894924156,22.7408115843894,0.104525222778119,0.0727897586115193,0,0,138.106613
10000000000,10000000000,OOK+OOK,0,150000000000,6,-5,57.3859722017779,189.23426483726,17.5880574361908,22.769997773216,0.140246843327582,0.0725470876173985,0,0,135.890613
10000000000,10000000000,OOK+OOK,0,150000000000,7,-5,28.7820281587407,190.662668109471,14.5912139373939,22.8026566619119,0.183342951691901,0.0722772655526589,0,0,135.413725
10000000000,10000000000,OOK+OOK,0,150000000000,8,-5,6.11021116920117,191.616149410371,7.86056219740763,22.8243210862691,0.509072015074536,0.0720989746624708,0.2449951171875,0,127.96842
10000000000,10000000000,OOK+OOK,0,150000000000,9,-5,5.8511734791491,191.118646222719,7.67242974528474,22.8130306045423,0.518272098054843,0.0721931701331839,0.2449951171875,0,129.727828
10000000000,10000000000,OOK+OOK,0,150000000000,10,-5,5.85560194503827,188.947369475016,7.67571546371875,22.7634085004802,0.503125409284975,0.0726060788731122,0.241591894036501,0,129.172501
10000000000,10000000000,OOK+OOK,0,150000000000,-10,-4,61.7550667365589,227.252809595689,17.9067259538041,23.5650926124213,0.1264833736879,0.0662186462984309,0,0,138.829782
10000000000,10000000000,OOK+OOK,0,50000000000,6,-6,56.8105757911318,149.763553539523,17.5442919099604,21.7540613631054,0.139033000089801,0.0815094441371844,0,0,71.459317
10000000000,10000000000,OOK+OOK,0,150000000000,-9,-4,77.4815129155962,227.256469205747,18.891980922288,23.5651625493193,0.113056218973333,0.0662181154558308,0,0,129.007986
10000000000,10000000000,OOK+OOK,0,150000000000,-8,-4,97.1345683648677,227.260787324616,19.8737381464949,23.5652450691872,0.101070331799601,0.0662174891708619,0,0,131.078211
10000000000,10000000000,OOK+OOK,0,150000000000,-7,-4,121.563283789191,227.265681370183,20.8480242316394,23.5653385932009,0.0904148983478028,0.0662167794575775,0,0,135.295308
10000000000,10000000000,OOK+OOK,0,150000000000,-6,-4,151.843235149644,227.270868662202,21.8139544819617,23.5654377188839,0.0809473178039214,0.0662160273550494,0,0,135.100723
10000000000,10000000000,OOK+OOK,0,150000000000,-5,-4,188.182269323661,227.275686507115,22.7457870146292,23.5655297826533,0.0727464792306343,0.0662153290280955,0,0,128.050551
10000000000,10000000000,OOK+OOK,0,150000000000,-4,-4,230.371795703398,227.278768412944,23.6242930756295,23.5655886734938,0.0657720967780773,0.0662148826866427,0,0,129.737709
10000000000,10000000000,OOK+OOK,0,150000000000,-3,-4,276.496551200502,227.277460880785,24.416897186283,23.5655636885099,0.0600511169462595,0.0662150731835648,0,0,134.729606
10000000000,10000000000,OOK+OOK,0,150000000000,-2,-4,319.736773437497,227.266770699295,25.0479258804696,23.5653594097397,0.0558519218373222,0.0662166246965739,0,0,139.946154
