symbolRate_1,symbolRate_2,symbolRate_3,symbolRate_4,symbolRate_5,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,centerFrequency_4,centerFrequency_5,powerdBm_1,powerdBm_2,powerdBm_3,powerdBm_4,powerdBm_5,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNRdB_1,SNRdB_2,SNRdB_3,SNRdB_4,SNRdB_5,EVM_1,EVM_2,EVM_3,EVM_4,EVM_5,SER_1,SER_2,SER_3,SER_4,SER_5,runningTime
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-20,0,-20,0,154.432791493856,44.4926713065772,152.672197153155,43.8382897368892,154.525978364477,21.8873952173015,16.4828848124543,21.8375995570513,16.4185360267704,21.8900150196099,0.0802533223614165,0.148214906678327,0.0807161380781995,0.149301716267951,0.0802327099905178,0,0.018439369886433,0,0.0189266744001465,0,6124.631601
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-11,0,-11,0,154.530332036294,51.1785888028022,152.47459278141,50.6859110507486,154.527873626859,21.8901373776128,17.0908830649049,21.8319748214764,17.0488725709983,21.8900682855368,0.0802281736331013,0.138485356540981,0.0807679660576694,0.139180961749839,0.0802321933534156,0,0.0167297594333863,0,0.0155687160388302,0,6014.249783
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-10,0,-10,0,154.547679709534,51.1648663096075,152.388920911855,50.9590766020189,154.516717471622,21.8906248919932,17.0897184368197,21.8295339376376,17.0722154981628,21.8897547348842,0.0802237111550348,0.13857463114725,0.080790485506006,0.138898078703718,0.0802350692595936,0,0.0172182195628282,0,0.0159350387691556,0,6299.247885
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-9,0,-9,0,154.562326856306,51.1493642434712,152.262689923741,50.6848964927505,154.495372908064,21.8910364720061,17.0884024005662,21.8259349791702,17.0487856392768,21.8891547696094,0.0802199524688971,0.138715291935156,0.0808237090779329,0.139403587502727,0.0802405778465114,0,0.0173403345951887,0,0.0159350387691556,0,5987.730638
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-8,0,-8,0,154.569448174237,50.8424398887056,152.074553154815,50.6867762066478,154.456996408529,21.8912365646094,17.0622638383271,21.8205654903644,17.0489466999265,21.8880758523572,0.0802181453871102,0.139321824139187,0.0808733140191144,0.139619669379708,0.0802504904764701,0,0.0179509097569911,0,0.0161182001343183,0,6122.2892
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-7,0,-7,0,154.56055372002,50.3361731553002,151.791438542244,50.2666456994148,154.390490418116,21.890986649534,17.0188019490898,21.8124727683801,17.0127990566097,21.8862054673724,0.0802204849711816,0.140321389867501,0.0809481499830007,0.140535211511956,0.0802676838410393,0,0.0189888875320552,0,0.0172171683252946,0,5981.035614
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-6,0,-6,0,154.521106519772,49.4804552413115,151.36211482991,49.4804235494053,154.277911252283,21.889878094502,16.944336866701,21.8001718705814,16.9443340850725,21.8830375037972,0.0802307320623003,0.142003767832981,0.0810620536446316,0.142169620278636,0.0802968204839351,0,0.0199658077909391,0,0.0182550827278833,0,5986.790738
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-5,0,-5,0,154.426649504148,48.124348007205,150.782667933851,48.1845181204852,154.090285293624,21.8872224893946,16.8236485869752,21.783514234085,16.8290752008735,21.8777525924817,0.0802552257416877,0.144726384980053,0.0812190321741342,0.144859515850181,0.0803454587548599,0,0.0216143607278056,0,0.0200256425911228,0,5931.57925
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,-3,0,-3,0,153.883334181744,43.2207933240011,148.267822270334,43.7227112667056,153.638489149557,21.8719158757139,16.356927341593,21.710469087712,16.4070708492588,21.865000277483,0.0803963588804762,0.155490992033432,0.0819002188912933,0.15509221932615,0.0804692450728025,0,0.0292465502503358,0,0.0274742047744063,0,6009.151584
10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK,-300000000000,-150000000000,0,150000000000,300000000000,0,8,0,8,0,31.2084763215399,1.02266502445154,16.4360812700825,1.07002318957862,31.2377673001724,14.9427256580405,0.0973340315942702,12.1579828001385,0.293931898318446,14.9467998538879,0.177318613587249,0.796997298204435,0.243613216584456,0.795524278004481,0.177250689809792,0.00416262306288491,0.87867871534986,0.0136658548941339,0.879724036876488,0.003997802734375,7199.965681
