symbolRate_1,symbolRate_2,modulation,centerFrequency_1,centerFrequency_2,powerdBm_1,powerdBm_2,SNR_1,SNR_2,SNRdB_1,SNRdB_2,EVM_1,EVM_2,SER_1,SER_2,runningTime
64000000000,10000000000,16QAMOOK,0,100000000000,-10,3,11.0751786309466,502.170374675513,10.4435073966339,27.0085108811713,0.2877692371175,0.0460064264144698,0.209840843544474,0,2904.32812
64000000000,10000000000,16QAMOOK,0,100000000000,-1,2,21.7117000181942,515.840981334177,13.3669382988535,27.1251584199015,0.209911659978852,0.0447628553922316,0.0934185830039827,0,2748.113556
64000000000,10000000000,16QAMOOK,0,100000000000,-7,3,12.7576511025953,497.196703248544,11.0577072085179,26.965282403121,0.269600298993793,0.0462214802085842,0.182793401797568,0,2630.791847
64000000000,10000000000,16QAMOOK,0,100000000000,-8,3,12.2755994106171,499.648681381346,10.8904270766813,26.9866474560544,0.274450587248989,0.0461150483032372,0.189225275815238,0,2895.776482
64000000000,10000000000,16QAMOOK,0,100000000000,-9,3,11.7145550943271,501.197138392195,10.6872579922852,27.0000858270514,0.280440232719764,0.0460482479994328,0.198014740665008,0,2738.102719
64000000000,10000000000,16QAMOOK,0,100000000000,0,2,21.4866617832367,456.340275155523,13.321689477514,26.5928879992742,0.211011785817441,0.0474911018776405,0.094967420994003,0,2279.812807
64000000000,10000000000,16QAMOOK,0,100000000000,10,2,0.40004024385562,13.9838260628979,-3.97896316658854,11.4562601337432,0.847368422596677,0.258445799827194,0.880533471686021,0,3018.280311
64000000000,10000000000,16QAMOOK,0,100000000000,1,2,20.9229826064285,385.759666874676,13.2062359401854,25.8631681799565,0.213788401336258,0.0515206370042437,0.0980269482550776,0,2115.993826
64000000000,10000000000,16QAMOOK,0,100000000000,2,2,19.9288428822843,309.778603232679,12.9948208322494,24.9105141723567,0.218929344405934,0.0573272725058794,0.103955259182397,0,2346.510301
64000000000,10000000000,16QAMOOK,0,100000000000,3,2,18.4197541480508,236.055281333338,12.6528382928876,23.7301372147249,0.227454496240311,0.0654747899205201,0.114751346649779,0,2673.300961
64000000000,10000000000,16QAMOOK,0,100000000000,4,2,16.3649344578017,171.38073698195,12.1391427028123,22.3396200607854,0.24078240747596,0.0766116976422457,0.131506264019654,0,2643.58536
64000000000,10000000000,16QAMOOK,0,100000000000,5,2,13.843591644112,119.464906162954,11.4124878006702,20.7724034630378,0.260751193181711,0.0914819218987238,0.159263271939328,0,2231.147411
64000000000,10000000000,16QAMOOK,0,100000000000,6,2,11.0692005125088,80.6756221056069,10.4411625452421,19.0674232301912,0.289557684514324,0.110952902743265,0.201562571528848,0,2886.776095
64000000000,10000000000,16QAMOOK,0,100000000000,7,2,8.33881937799755,53.2152598608013,9.21104566954737,17.2603618723942,0.329597451835986,0.136054065951356,0.26585079273038,0,2901.151195
64000000000,10000000000,16QAMOOK,0,100000000000,8,2,0.637442447550241,34.5056308146194,-1.95559020054257,15.3788997136828,0.782685659084006,0.16801252991781,0.838043428501671,0,3055.828587
64000000000,10000000000,16QAMOOK,0,100000000000,9,2,0.835206782612342,22.0864452443646,-0.782059874750118,13.4412582293407,0.740328482196857,0.208268813405091,0.802549860375689,0,3084.267915
64000000000,10000000000,16QAMOOK,0,100000000000,-10,6,3.09669469777841,150.237611430145,4.90898390501769,21.7677867029641,0.49405821027929,0.0884403500056942,0.49273648390887,0,2249.677428
64000000000,10000000000,16QAMOOK,0,100000000000,-6,6,3.28554191837841,149.459244031524,5.16607012480514,21.745227812537,0.483050042017186,0.0886307429341423,0.465437260616788,0,2499.166236
64000000000,10000000000,16QAMOOK,0,100000000000,-7,6,3.25413000414849,149.805292898204,5.1243489923283,21.7552715806221,0.484829752400917,0.0885456362254332,0.469664138678223,0,2567.20667
64000000000,10000000000,16QAMOOK,0,100000000000,-8,6,3.2149086632656,150.021165636637,5.07168638969972,21.7615253552725,0.487080257284707,0.0884928531641899,0.475272000366228,0,2646.813726
64000000000,10000000000,16QAMOOK,0,100000000000,-9,6,3.16653586248845,150.155074135168,5.00584410977784,21.7654001273659,0.489899750352124,0.0884602946445576,0.482718630308394,0,2671.258633
64000000000,10000000000,16QAMOOK,0,100000000000,0,5,5.49740040545637,202.739260362316,7.40157370137871,23.0693785775906,0.392359104814616,0.0738685252147968,0.353211359162559,0,2474.840806
64000000000,10000000000,16QAMOOK,0,100000000000,10,5,0.3370617837653,13.3463858440441,-4.72290485214737,11.2536367615067,0.866717539697766,0.264948526330079,0.892458761234798,0,2287.465363
64000000000,10000000000,16QAMOOK,0,100000000000,1,5,5.47990074101042,187.380645645801,7.38772692057022,22.7272473103782,0.392929498229578,0.0765259363682997,0.353554697633253,0,2744.13837
64000000000,10000000000,16QAMOOK,0,100000000000,2,5,5.40122000186362,167.275702245717,7.32491867273691,22.2343286178148,0.395398403460839,0.0805587917588336,0.356988082340195,0,2318.6793
64000000000,10000000000,16QAMOOK,0,100000000000,3,5,5.27034879026476,142.947614476754,7.21839357655591,21.5517691220729,0.399599871238208,0.0865621267748593,0.362939282498894,0,2657.974946
64000000000,10000000000,16QAMOOK,0,100000000000,4,5,5.06643457766455,116.153639027901,7.04702439024802,20.650328205502,0.406409007796797,0.0952904143025772,0.373590404834206,0,1980.615773
64000000000,10000000000,16QAMOOK,0,100000000000,5,5,4.76511033012797,89.5308895322073,6.78072960632488,19.5197289943773,0.417117330584546,0.107647905398967,0.391093037095814,0,2635.074984
64000000000,10000000000,16QAMOOK,0,100000000000,6,5,4.34453506557711,65.6463372223917,6.37943306847248,18.1721049937477,0.433539156733231,0.124672149103388,0.417537729083057,0,2704.830917
64000000000,10000000000,16QAMOOK,0,100000000000,7,5,0.585263094350046,46.0995990778782,-2.32648860860126,16.6369714840435,0.794924408955619,0.147528854330868,0.84751957029283,0,2558.344512
64000000000,10000000000,16QAMOOK,0,100000000000,8,5,0.520644551360721,31.2679581307015,-2.83458672219329,14.9509952174429,0.811947709013538,0.177525751366457,0.857545053637099,0,2591.664958
64000000000,10000000000,16QAMOOK,0,100000000000,9,5,0.436716636713812,20.6451726340474,-3.59800263321662,13.1481851877772,0.835716392143529,0.216129690470517,0.873277585338684,0,2633.724966
32000000000,10000000000,16QAMOOK,0,150000000000,-10,-10,82.2012740321703,142.554961143317,19.1487854869399,21.5398233605919,0.109660922328383,0.0835347806740304,0.000106821303219899,0,1053.79312
32000000000,10000000000,16QAMOOK,0,150000000000,-1,-10,263.220948868765,132.026448276997,24.2032045035247,21.2066094022233,0.0649988976333098,0.0867709986323625,0,0,957.723042
32000000000,10000000000,16QAMOOK,0,150000000000,-2,-10,299.947493272078,135.773655168284,24.7704523679305,21.328155098194,0.0599962829427312,0.0855762974593047,0,0,943.901796
32000000000,10000000000,16QAMOOK,0,150000000000,-3,-10,305.664474273933,138.253460584395,24.8524496596405,21.4067601081867,0.0586073411859743,0.0848123773368981,0,0,960.124
32000000000,10000000000,16QAMOOK,0,150000000000,-4,-10,283.85918490136,139.868415157338,24.53102951362,21.4571965393749,0.0601644866494375,0.0843257943055685,0,0,1005.444823
32000000000,10000000000,16QAMOOK,0,150000000000,-5,-10,247.079101823473,140.909403757905,23.9283601393076,21.4893997723916,0.0640275920240256,0.0840165810338028,0,0,1014.490195
32000000000,10000000000,16QAMOOK,0,150000000000,-6,-10,206.664049830831,141.576169651111,23.1526493565976,21.5099015829733,0.0697022935387189,0.0838203249316121,0,0,1016.461494
32000000000,10000000000,16QAMOOK,0,150000000000,-7,-10,168.973732792232,142.001656120187,22.2781919816388,21.5229340945112,0.0768769783585159,0.0836958185006978,0,0,1003.889675
32000000000,10000000000,16QAMOOK,0,150000000000,-8,-10,136.440667281144,142.272652132587,21.3494383471521,21.5312142735522,0.0853962253091202,0.0836168191541581,0,0,1003.100361
32000000000,10000000000,16QAMOOK,0,150000000000,-9,-10,109.424418351388,142.445139489127,20.391142467866,21.5364763483864,0.0952166840066002,0.0835666616708372,0,0,1057.527167
32000000000,10000000000,16QAMOOK,0,150000000000,0,-10,207.097065366733,126.500515957001,23.1617394484196,21.0209229687011,0.0741991780670175,0.0886281111473616,0,0,865.409997
64000000000,10000000000,16QAMOOK,0,100000000000,10,10,0.0615941299297973,8.04991114808845,-12.1046067518253,9.05791086814098,0.970872941445558,0.367750224745951,0.922634988212136,0.00102569112044544,2068.141035
32000000000,10000000000,16QAMOOK,0,150000000000,1,-10,149.340224910874,118.639214478985,21.7417680105329,20.7422826252663,0.0881196536770116,0.0914888289610706,0.000396764840531055,0,966.673061
64000000000,10000000000,16QAMOOK,0,100000000000,7,10,0.0891630370662877,14.9014058171023,-10.4981514702596,11.7322724222501,0.958331882881375,0.298978576860771,0.92013245134168,0,2052.148853
64000000000,10000000000,16QAMOOK,0,100000000000,8,10,0.0827550110919983,12.8059761259674,-10.8220569877628,11.0741268783874,0.961204997246004,0.313914510489376,0.921261644807618,0,2227.444533
64000000000,10000000000,16QAMOOK,0,100000000000,9,10,0.0968328438272165,10.4449378104985,-10.1397731341854,10.1890585852047,0.955118147385903,0.336040131480463,0.917935101894451,4.88424343069259e-05,2125.981106
32000000000,10000000000,16QAMOOK,0,150000000000,-10,-9,86.918762157549,178.822752963516,19.3911353274313,22.5242277652828,0.106678718355164,0.074654810845293,3.05203723485427e-05,0,1125.709556
32000000000,10000000000,16QAMOOK,0,150000000000,-4,-9,278.599231255067,174.632767954572,24.4497991373136,22.4212573768931,0.0607115453483861,0.0755376806750386,0,0,1087.800216
32000000000,10000000000,16QAMOOK,0,150000000000,-5,-9,243.076513177948,176.252727208062,23.857429979631,22.4613584567619,0.0645422446228221,0.0751925820664453,0,0,1087.939637
32000000000,10000000000,16QAMOOK,0,150000000000,-6,-9,203.851039277316,177.293028004704,23.0931292992236,22.4869165743611,0.0701753767436678,0.0749734703215345,0,0,1081.659183
32000000000,10000000000,16QAMOOK,0,150000000000,-7,-9,167.08492074882,177.957821869366,22.229372570084,22.5031708152249,0.0773059763939125,0.0748344648983726,0,0,1068.824749
