symbolRate_1,symbolRate_2,modulation,centerFrequency_1,centerFrequency_2,powerdBm_1,powerdBm_2,SNR_1,SNR_2,SNRdB_1,SNRdB_2,EVM_1,EVM_2,SER_1,SER_2
32000000000,10000000000,16QAMOOK,0,50000000000,-10,-10,85.92044824,133.6972319,19.34096534,21.26122416,0.107286381,0.086257107,3.05E-05,0
32000000000,10000000000,16QAMOOK,0,50000000000,-1,-10,250.5244296,82.65224391,23.98850082,19.17254649,0.066423765,0.109441071,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-2,-10,283.5931196,92.84462018,24.5269569,19.67756744,0.061542681,0.103339045,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-3,-10,288.6947795,101.8092976,24.60438931,20.07787441,0.060195048,0.09874071,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-4,-10,269.1426655,109.4629765,24.29982549,20.39267253,0.061717815,0.095245312,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-5,-10,235.8209269,115.8600058,23.72582342,20.63933546,0.065495131,0.092606677,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-6,-10,198.6943701,121.1075818,22.98185562,20.83171333,0.07105866,0.090598792,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-7,-10,163.577023,125.3618298,22.137223,20.98165323,0.078115019,0.089063591,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-8,-10,132.8736691,128.7831262,21.23438928,21.09858963,0.086518888,0.087884073,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,-9,-10,107.0963843,131.5198363,20.29774809,21.1899126,0.096231635,0.086973581,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,0,-10,199.1295047,71.50787203,22.99135614,18.54353854,0.075445585,0.117536044,0,0
32000000000,10000000000,16QAMOOK,0,50000000000,1,-10,145.1271374,59.88527579,21.61748629,17.77320054,0.089166962,0.12824747,0.000427285,0
32000000000,10000000000,16QAMOOK,0,50000000000,2,-10,99.51833994,48.42019119,19.97903123,16.850265,0.108219729,0.142351375,0.00244163,0
32000000000,10000000000,16QAMOOK,0,50000000000,3,-10,65.65227457,37.72772482,18.17249777,15.76660616,0.133447521,0.160779828,0.009385014,0
32000000000,10000000000,16QAMOOK,0,50000000000,4,-10,41.00682897,28.33951181,16.12856187,14.52392365,0.168169273,0.184694105,0.027285213,0
32000000000,10000000000,16QAMOOK,0,50000000000,5,-10,26.82385108,20.5623376,14.28521129,13.13072485,0.207364552,0.215438075,0.064275904,0
32000000000,10000000000,16QAMOOK,0,50000000000,-10,-3,50.49063585,591.4623605,17.0321084,27.71927112,0.139368997,0.041276358,0.003021517,0
32000000000,10000000000,16QAMOOK,0,50000000000,-1,-3,88.58567305,251.1127154,19.47363489,23.99868704,0.107626041,0.063110837,0.000396765,0
32000000000,10000000000,16QAMOOK,0,50000000000,-2,-3,92.42724392,311.6469269,19.65800003,24.93662849,0.104715707,0.056700328,0.000122081,0
32000000000,10000000000,16QAMOOK,0,50000000000,-3,-3,92.96115059,370.763564,19.6830149,25.69097048,0.103947133,0.052021478,1.53E-05,0
32000000000,10000000000,16QAMOOK,0,50000000000,-4,-3,90.80821012,424.5254934,19.58125116,26.27903775,0.104844152,0.048644695,1.53E-05,0
32000000000,10000000000,16QAMOOK,0,50000000000,-5,-3,86.62825142,470.5541292,19.37659548,26.72609589,0.107111793,0.046225945,1.53E-05,0
32000000000,10000000000,16QAMOOK,0,50000000000,-6,-3,81.00278069,508.1478057,19.08499928,27.05990055,0.110596079,0.044499222,3.05E-05,0
32000000000,10000000000,16QAMOOK,0,50000000000,-7,-3,74.41420339,537.8292463,18.71655837,27.30644415,0.115246387,0.043265683,0.000152602,0
32000000000,10000000000,16QAMOOK,0,50000000000,-8,-3,67.2621361,560.7487618,18.27770655,27.48768323,0.121085091,0.042380824,0.000412025,0
32000000000,10000000000,16QAMOOK,0,50000000000,-9,-3,59.88248328,578.2208551,17.77299802,27.62093752,0.128185026,0.041741792,0.001144514,0
32000000000,10000000000,16QAMOOK,0,50000000000,0,-3,81.11839203,193.7450675,19.09119333,22.87230655,0.113367569,0.071773656,0.001526019,0
32000000000,10000000000,16QAMOOK,0,50000000000,10,-4,0.348574085,3.120249071,-4.577049037,4.941892625,0.880948177,0.492680532,0.92153332,0.03311517
32000000000,10000000000,16QAMOOK,0,50000000000,1,-3,70.3601674,143.4868105,18.47326864,21.56811982,0.122853378,0.083305131,0.003845567,0
32000000000,10000000000,16QAMOOK,0,50000000000,2,-3,57.47896315,102.4129814,17.59508925,20.10355009,0.137204138,0.098430564,0.00979704,0
32000000000,10000000000,16QAMOOK,0,50000000000,8,-4,0.612948733,8.232393784,-2.125758486,9.155261361,0.798896072,0.329141509,0.863652317,0.000830321
32000000000,10000000000,16QAMOOK,0,50000000000,9,-4,0.483532561,5.132032003,-3.155742753,7.10289356,0.836755292,0.403859399,0.898261891,0.008303214
64000000000,10000000000,16QAMOOK,0,1E+11,-10,3,11.07517863,502.1703747,10.4435074,27.00851088,0.287769237,0.046006426,0.209840844,0
64000000000,10000000000,16QAMOOK,0,1E+11,-1,2,21.71170002,515.8409813,13.3669383,27.12515842,0.20991166,0.044762855,0.093418583,0
64000000000,10000000000,16QAMOOK,0,1E+11,-7,3,12.7576511,497.1967032,11.05770721,26.9652824,0.269600299,0.04622148,0.182793402,0
64000000000,10000000000,16QAMOOK,0,1E+11,-8,3,12.27559941,499.6486814,10.89042708,26.98664746,0.274450587,0.046115048,0.189225276,0
64000000000,10000000000,16QAMOOK,0,1E+11,-9,3,11.71455509,501.1971384,10.68725799,27.00008583,0.280440233,0.046048248,0.198014741,0
