symbolRate_1,symbolRate_2,symbolRate_3,symbolRate_4,symbolRate_5,symbolRate_6,symbolRate_7,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,centerFrequency_4,centerFrequency_5,centerFrequency_6,centerFrequency_7,powerdBm_1,powerdBm_2,powerdBm_3,powerdBm_4,powerdBm_5,powerdBm_6,powerdBm_7,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNR_6,SNR_7,SNRdB_1,SNRdB_2,SNRdB_3,SNRdB_4,SNRdB_5,SNRdB_6,SNRdB_7,EVM_1,EVM_2,EVM_3,EVM_4,EVM_5,EVM_6,EVM_7,SER_1,SER_2,SER_3,SER_4,SER_5,SER_6,SER_7,BER_1,BER_2,BER_3,BER_4,BER_5,BER_6,BER_7,achievableDataRate_1,achievableDataRate_2,achievableDataRate_3,achievableDataRate_4,achievableDataRate_5,achievableDataRate_6,achievableDataRate_7,runningTime
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-20,0,-20,0,-20,0,335.820876999288,28.4725964868755,340.321391227173,26.2253925778805,342.047002799715,27.9751114255441,338.029423845695,25.2610769145586,14.5442707334663,25.3188924794961,14.1872199803361,25.340857892548,14.4677182500924,25.2895450518194,0.0545072684475535,0.184284246548342,0.0541410815157558,0.191643577158356,0.0540085683989642,0.185874212409701,0.0543292617577676,0,0.0497523635579084,0,0.060081719727065,0,0.050913404043344,0,0,0.0124380908894771,0,0.0150204299317663,0,0.012728351010836,0,10000000000,3613885636.14773,10000000000,3550160887.62649,10000000000,3606736701.12185,10000000000,2897.645799
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-11,0,-11,0,-11,0,335.92951633825,31.0794444613802,340.254946892706,28.4698246212535,341.87977371265,30.6855922242788,337.770447894583,25.262481646623,14.9247324727452,25.3180444803433,14.5438479183061,25.3387340783133,14.8693450947605,25.2862164974138,0.0544984026931862,0.176668976813116,0.054146381112693,0.184258022636572,0.054023280737983,0.177778487587882,0.0543498504881831,0,0.0459629313317623,0,0.0561090030653489,0,0.0449237218798018,0,0,0.0114907328329406,0,0.0140272507663372,0,0.0112309304699504,0,10000000000,3637943406.94543,10000000000,3574282217.74545,10000000000,3644844127.61941,10000000000,2940.73707
10000000000,4000000000,10000000000,4000000000,10000000000,4000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-14,0,-14,0,-14,0,340.488462113937,14.9176714829094,345.464891153508,13.6530757856662,339.251866798676,14.7401670677078,333.386655737201,25.3210239987539,11.7370103888438,25.3840391754796,11.3523050092006,25.305222461273,11.6850240592279,25.2294821260152,0.0541479934516943,0.250584546448778,0.0537389121168936,0.261275262789183,0.054227452126343,0.252092177144189,0.0547320288970226,0,0.14564208271601,0,0.16145196773405,0,0.146821515892421,0,0,0.0364105206790026,0,0.0403629919335126,0,0.0367053789731051,0,10000000000,12391575365.3465,10000000000,12097567579.9983,10000000000,12368505322.0181,10000000000,669.441901
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-13,0,-13,0,-13,0,346.653116591942,9.5234843108965,341.188255475577,9.0672777874185,344.548737339328,9.4900688153903,339.923350131216,25.3989510908577,9.78795870668628,25.32994073287,9.57476921089474,25.3725066270357,9.77269361640772,25.3138099831307,0.053652470591065,0.308352685780506,0.0540626884786897,0.315212490246781,0.0538032177063418,0.308800827250212,0.0541765036736453,0,0.235377978424176,0,0.247826033216187,0,0.236377176597417,0,0,0.0588444946060441,0,0.0619565083040466,0,0.0590942941493542,0,10000000000,89391195252.1506,10000000000,87761040302.3109,10000000000,89254494088.5548,10000000000,706.839324
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-12,0,-12,0,-12,0,346.574994404244,10.0201230480149,341.272403208292,9.52148455865335,344.300957290069,9.98290169975125,339.784913253062,25.3979722489834,10.0087305473939,25.3310117073123,9.78704667435532,25.3693823021329,9.99256794696614,25.3120409190677,0.0536585117942172,0.301338805057309,0.0540567698259907,0.308334851333445,0.0538225044445885,0.301795425267139,0.0541874033938425,0,0.223869044504622,0,0.235965772182471,0,0.223739565603607,0,0,0.0559672611261556,0,0.0589914430456179,0,0.0559348914009018,0,10000000000,90925136564.9748,10000000000,89309978008.8257,10000000000,90937005146.7963,10000000000,705.638386
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-11,0,-11,0,-11,0,346.450810527881,10.4529214901649,341.052127750628,9.91506692061185,343.978225107199,10.4119692886715,339.579878406039,25.3964158171034,10.1923768850776,25.3282076334517,9.96295649772221,25.3653095124856,10.1753287843641,25.3094194848557,0.053667526356275,0.29560508988858,0.0540741289271784,0.302726282633978,0.0538476570232587,0.296071091024661,0.0542035993309956,0,0.214913523908046,0,0.226769849263011,0,0.213673870005007,0,0,0.0537283809770115,0,0.0566924623157527,0,0.0534184675012519,0,10000000000,92138962271.7382,10000000000,90531450749.5441,10000000000,92302694171.0423,10000000000,685.553923
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-10,0,-10,0,-10,0,346.256312235332,10.8235929185451,340.747346499347,10.2008451925323,343.551664658957,10.7789607821141,339.272941121749,25.3939769931145,10.3437144983549,25.3243248253994,10.0863615678603,25.3599205722985,10.3257689180163,25.305492236589,0.0536826023855088,0.290950371210388,0.0540981990582083,0.298847893397893,0.0538809564524793,0.291427383789632,0.0542279206472926,0,0.207530815022595,0,0.220201358910721,0,0.205902561456952,0,0,0.0518827037556487,0,0.0550503397276802,0,0.051475640364238,0,10000000000,93153701115.6056,10000000000,91415812974.1973,10000000000,93373229003.5659,10000000000,701.50445
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-9,0,-9,0,-9,0,345.940758678594,11.1356803749711,340.31946454517,10.5301905745297,342.979034218294,11.0873581002278,338.809226675675,25.3900173352746,10.4671675698466,25.3188678924512,10.224362310827,25.3526757309934,10.4482807462716,25.2995522881265,0.0537070726819941,0.287202773569876,0.0541320782408585,0.294546775263975,0.0539257568446703,0.287693239170731,0.0542647856407273,0,0.202072394227908,0,0.214891062877127,0,0.200925239730765,0,0,0.050518098556977,0,0.0537227657192817,0,0.0502313099326913,0,10000000000,93913968718.5457,10000000000,92137825733.9487,10000000000,94066909307.7246,10000000000,718.187366
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-8,0,-8,0,-8,0,345.430069474275,11.393445092374,339.710046902955,10.7594347064367,342.19783690211,11.2955024618545,338.103375393348,25.383601399435,10.5665506370864,25.3110839129155,10.3178945438572,25.3427725995538,10.5290555456202,25.2904950648712,0.0537467297553124,0.284222109247858,0.0541804870518744,0.291668503988297,0.053987055947618,0.285246579487135,0.05432111547265,0,0.197724174453997,0,0.210450402581867,0,0.19802020076267,0,0,0.0494310436134993,0,0.0526126006454666,0,0.0495050501906676,0,10000000000,94522910775.6149,10000000000,92746464272.2589,10000000000,94473808459.499,10000000000,727.08204
10000000000,33000000000,10000000000,33000000000,10000000000,33000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-150000000000,-100000000000,-50000000000,0,50000000000,100000000000,150000000000,0,-7,0,-7,0,-7,0,344.606450736192,11.6007747212625,338.829988467867,10.94141912284,341.11474320126,11.5446573936776,337.022794597177,25.3732340280705,10.6448699318679,25.2998184100269,10.3907365446981,25.3290049030327,10.6238104905544,25.2765927544993,0.0538108559858789,0.281902470946039,0.054250688225613,0.289449540683311,0.0540723915084974,0.2824308275299,0.0544077757566328,0,0.195670341730631,0,0.20728641402819,0,0.194689670278968,0,0,0.0489175854326578,0,0.0518216035070475,0,0.048672417569742,0,10000000000,94811722804.0957,10000000000,93183170962.9047,10000000000,94944093594.3115,10000000000,702.205947
