symbolRate_1,symbolRate_2,symbolRate_3,symbolRate_4,symbolRate_5,symbolRate_6,symbolRate_7,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,centerFrequency_4,centerFrequency_5,centerFrequency_6,centerFrequency_7,powerdBm_1,powerdBm_2,powerdBm_3,powerdBm_4,powerdBm_5,powerdBm_6,powerdBm_7,SNR_1,SNR_2,SNR_3,SNR_4,SNR_5,SNR_6,SNR_7,SNRdB_1,SNRdB_2,SNRdB_3,SNRdB_4,SNRdB_5,SNRdB_6,SNRdB_7,EVM_1,EVM_2,EVM_3,EVM_4,EVM_5,EVM_6,EVM_7,SER_1,SER_2,SER_3,SER_4,SER_5,SER_6,SER_7,BER_1,BER_2,BER_3,BER_4,BER_5,BER_6,BER_7,achievableDataRate_1,achievableDataRate_2,achievableDataRate_3,achievableDataRate_4,achievableDataRate_5,achievableDataRate_6,achievableDataRate_7,runningTime
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-20,0,-20,0,-20,0,202.522606172163,36.6006605596955,183.061115005281,34.511534827658,180.992417163982,36.4863319827801,202.512737651091,23.0647350749076,15.6348892350485,22.6259610327442,15.3796427405127,22.576603801022,15.6213020538414,23.0645234467466,0.0701405357925849,0.163168796004627,0.0737606063932052,0.167841650350839,0.0741774044163655,0.163328101999513,0.0701423110506808,0,0.0284823295695303,0,0.0347167943945174,0,0.028726708816957,0,0,0.00712058239238259,0,0.00867919859862935,0,0.00718167720423925,0,10000000000,3755890341.30475,10000000000,3712444186.52485,10000000000,3754397027.76265,10000000000,6417.509335
10000000000,1000000000,10000000000,1000000000,10000000000,1000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-11,0,-11,0,-11,0,202.764423507471,41.2101266282129,183.199858533988,38.5341094474399,181.00819508542,41.1951552470042,202.609683673309,23.0699175722058,16.1500394900286,22.6292513397194,15.8584532656241,22.5769823785155,16.1484614386783,23.0666019850392,0.0700990323295164,0.154037179355487,0.0737329650634409,0.159104681284139,0.0741741781413919,0.153993228022565,0.0701253914925113,0,0.0241427601527355,0,0.0290936213370754,0,0.0235926080208269,0,0,0.00603569003818388,0,0.00727340533426885,0,0.00589815200520673,0,10000000000,3787318164.78331,10000000000,3751626113.1599,10000000000,3791490778.77822,10000000000,6632.610297
10000000000,7000000000,10000000000,7000000000,10000000000,7000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-14,0,-14,0,-14,0,197.081667752506,22.4154947454729,179.204470129639,20.8452021226599,183.618706322687,22.255320583173,204.796881487852,22.9464622872285,13.5054832887469,22.5334883863204,13.1900611055995,22.6391692326437,13.474338545835,23.1132333920355,0.071087405263486,0.206674200741441,0.0745531011908616,0.21416009204538,0.073638176798225,0.207270547015945,0.069771588534401,0,0.0820245885326428,0,0.0944320797217818,0,0.083679706601467,0,0,0.0205061471331607,0,0.0236080199304454,0,0.0209199266503667,0,10000000000,23961031998.4458,10000000000,23485529159.388,10000000000,23897154354.7691,10000000000,581.707385
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-13,0,-13,0,-13,0,206.581020932676,10.8891616724242,184.692900693218,10.3394291724457,179.292575249448,10.8672346315359,209.757890760574,23.1509041939644,10.3699444586646,22.6645020215916,10.1449656253934,22.5356230520658,10.3611904389699,23.2171830728056,0.0694473152955538,0.29007435479796,0.0734267339130468,0.297079365420813,0.0745597455812921,0.290385582848831,0.0689164837988519,0,0.20983531300704,0,0.221964460139755,0,0.211307925790218,0,0,0.0524588282517601,0,0.0554911150349388,0,0.0528269814475545,0,10000000000,182851290821.648,10000000000,179599025084.351,10000000000,182464089571.318,10000000000,1162.945223
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-12,0,-12,0,-12,0,206.559984134075,12.192359074134,184.594079003087,11.5282014554068,179.224130485985,12.1807397867967,209.710533687088,23.1504619156408,10.8608774448262,22.6621776658411,10.6176155717157,22.5339648206377,10.856736656012,23.2162024547384,0.0694507204193255,0.27537974308757,0.0734461536244126,0.282651728109969,0.0745744414917058,0.275556656885458,0.0689241816950489,0,0.179874947438379,0,0.1929333533699,0,0.182305815785961,0,0,0.0449687368595946,0,0.048233338342475,0,0.0455764539464902,0,10000000000,191206150201.074,10000000000,187513801372.942,10000000000,190522841894.377,10000000000,1123.720844
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-11,0,-11,0,-11,0,206.516153731158,13.4717477191427,184.449293345727,12.6855039294053,179.111954316647,13.4732109416697,209.633596361572,23.1495402791455,11.2942394134604,22.658769957155,11.0330772417209,22.5312457256315,11.2947110931374,23.2146088492051,0.0694579246805192,0.262931107421532,0.0734746695064269,0.270455026405467,0.0745974234349975,0.262985166403655,0.0689367189408877,0,0.156291715179143,0,0.169838079495079,0,0.158938829988193,0,0,0.0390729287947856,0,0.0424595198737696,0,0.0397347074970482,0,10000000000,198124347658.678,10000000000,194116612008.718,10000000000,197342588824.833,10000000000,1142.024898
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-10,0,-10,0,-10,0,206.434032554836,14.694044931778,184.234797186412,13.7823718114812,178.947706534593,14.711012269247,209.509834616049,23.1478129630973,11.6714136350573,22.6537166059916,11.3932396183875,22.5272613666984,11.6764255769167,23.2120441402897,0.0694715291812329,0.252490455933218,0.0735170268781119,0.260245799429312,0.0746322807679818,0.252432541329456,0.0689569315960147,0,0.139517662814768,0,0.152763167781201,0,0.141113054399903,0,0,0.0348794157036919,0,0.0381907919453002,0,0.0352782635999756,0,10000000000,203253146261.221,10000000000,199194034360.172,10000000000,202774086475.439,10000000000,1113.084332
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-9,0,-9,0,-9,0,206.288615768333,15.8304390377282,183.913969487649,14.7946988952279,178.690550391378,15.8648323987459,209.312106739617,23.1447526168419,11.9949295965191,22.646147180417,11.7010613073547,22.5210158652136,12.0043548843238,23.2079434892228,0.0694957435049124,0.243823265095449,0.0735805896658594,0.25178559859459,0.0746866836809677,0.24366321095077,0.0689892991130043,0,0.126472215489877,0,0.139463896611316,0,0.127851716977872,0,0,0.0316180538724692,0,0.0348659741528289,0,0.031962929244468,0,10000000000,207377363376.625,10000000000,203278829024.049,10000000000,206951004309.378,10000000000,1071.008928
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-8,0,-8,0,-8,0,206.039821897245,16.6659211156607,183.430340947488,15.7042890424315,178.288312822591,16.9113249960177,208.997800611841,23.1395116580048,12.2182932186055,22.6347117329814,11.9601827999349,22.5112287518312,12.2817763574178,23.2014171583753,0.0695373459252734,0.237975649729949,0.0736768168156465,0.244851998354354,0.0747716914681962,0.236455707424927,0.0690408914165694,0,0.119268610497602,0,0.130015403110677,0,0.118347138082958,0,0,0.0298171526244006,0,0.0325038507776692,0,0.0295867845207394,0,10000000000,209704367097.685,10000000000,206252403104.039,10000000000,210026818016.787,10000000000,1081.157231
10000000000,65000000000,10000000000,65000000000,10000000000,65000000000,10000000000,OOK+16QAM+OOK+16QAM+OOK+16QAM+OOK,-300000000000,-200000000000,-100000000000,0,100000000000,200000000000,300000000000,0,-7,0,-7,0,-7,0,205.623835082823,17.7604027391385,182.697095727354,16.4985222471781,177.66004716503,17.6312523855891,208.500282840188,23.1307345489996,12.4945280971974,22.6173164357799,12.1744504672075,22.4958977306907,12.4628316226148,23.1910664845054,0.0696072051856403,0.230953379198148,0.073823566712294,0.239248232975548,0.0749046515675585,0.231836209740903,0.0691228546311423,0,0.110646747103162,0,0.122417161319408,0,0.113068896521117,0,0,0.0276616867757906,0,0.030604290329852,0,0.0282672241302792,0,10000000000,212560643774.213,10000000000,208694020745.53,10000000000,211768300098.827,10000000000,1082.926971
