power_OOK_dBm,power_QAM_dBm,spacing_GHz,snr_QAM,snr_OOK_mean
-7,-3,100,43.4754018220674,60.0035178226925
-7,-3,105,43.5233278748404,53.6176042453774
-7,-3,110,43.5914583941494,50.6236751473771
-7,-3,115,43.6902104322708,42.3570957724742
-7,-3,120,43.7831044191161,42.4769644307124
-7,-3,125,43.9135818922037,37.550091720363
-7,-3,130,43.9034608108539,31.6320246597375
-7,-3,135,43.9803082258233,29.4767494237855
-7,-3,140,44.0620416129581,35.311827800147
-7,-3,145,44.1457628737806,44.1593806760179
-7,-3,150,44.2047997139341,44.3146589924394
-7,-3,155,44.2263424813049,48.1799389620999
-7,-3,160,44.2716349683026,52.1325696215148
-7,-3,165,44.3294242888038,53.0574975698804
-7,-3,170,44.3394417199385,43.6934040156541
-7,-3,175,44.4029200043721,35.9527596769319
-7,-3,180,44.4521607914435,51.0979279499073
-7,-3,185,44.4794667789046,40.0770612269363
-7,-3,190,44.345085689207,37.0099371153945
-7,-3,195,44.4518673540145,40.0735802921908
-7,-3,200,44.5903288442997,33.8951557652202
-7,-2,30,38.939494409157,15.3260021476491
-7,-2,35,45.2209475720731,19.6190978881261
-7,-2,40,47.3343626227266,21.8516429040955
-7,-2,45,48.1140365456234,25.2218285987881
-7,-2,50,48.7085965934937,26.5850230041427
-7,-2,55,49.0407416112249,35.4368015979285
-7,-2,60,49.4847471621263,33.5671443933244
-7,-2,65,49.8079329429543,29.9048266088464
-7,-2,70,49.9943785168729,31.2077594741571
-7,-2,75,50.2495037030604,29.2760271861642
-7,-2,80,50.4478592210644,31.6155915064165
-7,-2,85,50.6858264934364,43.1777960943745
-7,-2,90,50.8530770302644,44.2125961595322
-7,-2,95,51.0167555629776,47.4036998614788
-7,-2,100,51.2474460577864,57.957073606475
-7,-2,105,51.2995748028987,50.6666798971913
-7,-2,110,51.4081591909903,48.9929578904375
-7,-2,115,51.5385021888188,42.0282726384121
-7,-2,120,51.6500167870791,40.5701610917758
-7,-2,125,51.8459335161272,34.4551960765145
-7,-2,130,51.835612753242,30.0635869566809
-7,-2,135,51.9268856067626,29.3764462688479
-7,-2,140,52.041661000606,32.2140478546496
-7,-2,145,52.1569385471172,38.0058427486271
-7,-2,150,52.2471528475223,43.0667025934779
-7,-2,155,52.2582460945268,45.9170959849201
-7,-2,160,52.3150453232672,50.2353581653101
-7,-2,165,52.410839544828,52.6811580396246
-7,-2,170,52.4247423792706,40.380992828123
-7,-2,175,52.5062911279512,34.2765431385176
-7,-2,180,52.575089454106,48.4186668294334
-7,-2,185,52.6082131912514,38.3957587528269
-7,-2,190,52.4233980253293,36.6917727197937
-7,-2,195,52.5659840327985,39.8564602319639
-7,-2,200,52.7580219329332,33.766731054829
-7,-1,30,43.6705233009495,8.63982641421753
-7,-1,35,50.3838481478893,19.0370533069546
-7,-1,40,52.7593617227561,21.5189378867587
-7,-1,45,53.7383073892635,23.6001708610586
-7,-1,50,54.4756225481665,22.3302570304081
-7,-1,55,54.90293479749,30.5874401972053
-7,-1,60,55.4806598432866,30.1506323565804
-7,-1,65,55.8757606519351,29.5085509348841
-7,-1,70,56.1088517454195,29.5211404627331
-7,-1,75,56.445821986012,27.5055001749288
-7,-1,80,56.6814885654233,29.7989727326173
-7,-1,85,56.9761364735049,34.9242924690092
-7,-1,90,57.1877020463973,38.92807090335
-7,-1,95,57.4017834177754,40.6342933545001
-7,-1,100,57.6976845942068,54.8696963719141
-7,-1,105,57.7412361068959,48.9355674947596
-7,-1,110,57.8966063163172,45.5423218618589
-7,-1,115,58.0529402147508,38.6046819094733
-7,-1,120,58.1716672827628,38.6827797956836
-7,-1,125,58.4434480728934,32.5939408741948
-7,-1,130,58.4310722818968,28.4114952856742
-7,-1,135,58.5280425770294,27.7755465009728
-7,-1,140,58.6751713589231,32.0520845921025
-7,-1,145,58.8190332144964,36.2830373719803
-7,-1,150,58.9464833200261,41.3587315841961
-7,-1,155,58.9345234361451,45.466120860248
-7,-1,160,58.9971437481471,49.6915695301123
-7,-1,165,59.1406132354935,48.9620837436281
-7,-1,170,59.1569279816064,37.0112399855998
-7,-1,175,59.2527537275713,32.6364478101518
-7,-1,180,59.3412897581946,38.8043952629446
-7,-1,185,59.3766145078674,35.074527945275
-7,-1,190,59.1444905357167,34.7679878604324
-7,-1,195,59.3168923148301,38.0050883775851
-7,-1,200,59.5597551646144,33.5646569161084
-7,0,30,46.1122867790175,1.72852205092619
-7,0,35,52.5885342721737,16.3194582238812
-7,0,40,55.0014522038335,18.8129134871052
-7,0,45,56.0877271468213,17.6535317117953
-7,0,50,56.8882898118845,19.5862434030362
-7,0,55,57.3726937032266,25.8568771413739
-7,0,60,58.0296918808276,25.4134234672951
-7,0,65,58.4487196649594,26.193425415509
-7,0,70,58.7035070515536,26.2969628765118
-7,0,75,59.0908723279643,24.4521734951423
-7,0,80,59.3341532802282,26.571762004076
-7,0,85,59.6534641157768,29.9162830185977
-7,0,90,59.8818190441614,35.172383739957
-7,0,95,60.1264019474801,35.3417405091563
-7,0,100,60.463270833471,43.3145376335535
-7,0,105,60.4807747431102,38.5475111667123
-7,0,110,60.6716548074932,40.4487774405221
-7,0,115,60.832541574619,35.0736725948763
-7,0,120,60.9372115832691,33.5665900650803
-7,0,125,61.2678691959379,30.6381088087959
-7,0,130,61.2502054934537,26.770947481194
-7,0,135,61.3369649394916,26.1590795319126
-7,0,140,61.5001523967251,28.9392277423457
-7,0,145,61.6539739312242,31.6220806141287
-7,0,150,61.8122393240256,38.4364819253341
-7,0,155,61.7668957650448,44.0757963076122
-7,0,160,61.8230639568684,46.5687583326709
-7,0,165,62.0082577402063,44.4785935476947
-7,0,170,62.0232357815148,35.1137164579507
-7,0,175,62.1208957767201,30.8928065539457
-7,0,180,62.2209557360963,33.9429346992354
-7,0,185,62.2513208611064,33.2602430200799
-7,0,190,61.998409683117,31.2354716212231
-7,0,195,62.1779537843987,35.9633345058499
-7,0,200,62.4425868992229,30.3586156649398
-7,1,30,44.8462265507391,1.57021286253353
-7,1,35,50.2728204490751,13.7345236301856
-7,1,40,52.3977055141075,17.137860596432
-7,1,45,53.415453436134,16.1620125497695
-7,1,50,54.1408679993209,16.9797971434427
-7,1,55,54.6023928853994,21.4957234068139
-7,1,60,55.2250170731969,22.2186155780394
-7,1,65,55.5916615662287,22.9495127320297
-7,1,70,55.8234859603599,24.2702959601237
-7,1,75,56.1926863303041,22.6254595256861
-7,1,80,56.3992038733372,23.4067126978892
-7,1,85,56.6872274614925,26.4731143446335
-7,1,90,56.8866295227231,28.5964995554485
-7,1,95,57.1189133318526,28.7733324293777
-7,1,100,57.4422687057685,30.9683927826187
-7,1,105,57.4244172001089,31.9293427084256
-7,1,110,57.6163987306071,35.1770630362106
-7,1,115,57.7500002686263,31.472756377354
-7,1,120,57.8203572751891,30.2026652743004
-7,1,125,58.1549230177584,27.3822127590779
-7,1,130,58.1302024289638,23.7893063056253
-7,1,135,58.1917549747351,24.5664156882406
-7,1,140,58.3399158046896,27.2074916286885
-7,1,145,58.4727849865492,27.0258128837915
-7,1,150,58.6368816048536,35.1405901152535
-7,1,155,58.5623964203792,40.8987651600021
-7,1,160,58.5992608379973,41.4819267892112
-7,1,165,58.7951666651513,38.0139972066367
-7,1,170,58.8046187990125,30.2376722991047
-7,1,175,58.8867011532883,27.717123763474
-7,1,180,58.9816141514615,30.5911931220112
-7,1,185,58.9998339868667,29.8731372718343
-7,1,190,58.7729372427223,27.6730858244324
-7,1,195,58.9263810289745,32.3107220639233
-7,1,200,59.1606413418111,29.9412773526322
-7,2,30,39.5536147398595,1.39917357385525
-7,2,35,43.4135714658966,11.9904308797114
-7,2,40,44.9976688664085,14.5564943784581
-7,2,45,45.7827735040104,13.8069848909456
-7,2,50,46.3166806999933,13.6406838099906
-7,2,55,46.6770028068065,17.4655490238694
-7,2,60,47.1563331892129,18.0856694185715
-7,2,65,47.4140204297889,19.8087832099439
-7,2,70,47.5852149003469,21.0695987804565
-7,2,75,47.8695052169152,19.6478881901056
-7,2,80,48.0091509966143,19.3643178400147
-7,2,85,48.2200192843447,20.7367530111634
-7,2,90,48.3563210437458,23.7334978602316
-7,2,95,48.5353765083252,23.9958620268749
-7,2,100,48.79022302591,24.7855056558533
-7,2,105,48.7472849143312,25.5890133020369
-7,2,110,48.9016910805551,29.9535093525463
-7,2,115,48.9874785321453,26.4184684052481
-7,2,120,49.0203856069379,25.2542589828626
-7,2,125,49.2942320835028,24.1614277614735
-7,2,130,49.2655204876613,20.8998793503264
-7,2,135,49.2993321930078,22.8311092950565
-7,2,140,49.4060539995063,24.1363924755181
-7,2,145,49.4955115818743,23.8160606105397
-7,2,150,49.6340309496651,30.0438168406215
-7,2,155,49.5517501223704,26.8793270053533
-7,2,160,49.5664577014626,28.1973864667253
-7,2,165,49.7320598793411,29.9679170578077
-7,2,170,49.7349195126928,26.893044679255
-7,2,175,49.7909080492274,24.6073521667568
-7,2,180,49.8653829322578,27.2745769773605
-7,2,185,49.8702135971117,26.5036284204317
-7,2,190,49.7069075679972,25.4287352021933
-7,2,195,49.8126404741998,28.5756278351656
-7,2,200,49.9753202595609,26.6339232922966
-7,3,30,31.6147437342568,1.28564404483275
-7,3,35,33.963936042098,9.07277970894581
-7,3,40,34.9730294105867,12.118606347431
-7,3,45,35.4776310582962,11.6021498562251
-7,3,50,35.8001987638175,11.5154829031876
-7,3,55,36.0338272753047,14.7680358395482
-7,3,60,36.3378346403167,14.4360221689274
-7,3,65,36.4855464815781,15.8608235728364
-7,3,70,36.5898453271086,16.9254772076628
-7,3,75,36.7691956063052,16.7892381156555
-7,3,80,36.8451410160634,16.5953838264161
-7,3,85,36.972708471151,17.7431189887723
-7,3,90,37.0457688919248,19.2886665543879
-7,3,95,37.1600568127535,19.5928177251805
-7,3,100,37.3276198753447,20.3512987485166
-7,3,105,37.2804661038134,21.0771346747794
-7,3,110,37.3817107754626,20.5881634351005
-7,3,115,37.4236729460584,18.2910130172338
-7,3,120,37.4325579187393,20.6575644490583
-7,3,125,37.6167262428971,19.7652114977376
-7,3,130,37.5900766354583,18.1268494935804
-7,3,135,37.6053969140424,19.925545314651
-7,3,140,37.6669454166635,21.1452809943686
-7,3,145,37.7139698440117,19.721630961625
-7,3,150,37.8109389233365,24.933565632914
-7,3,155,37.7425632111322,22.3074370276124
-7,3,160,37.7430959077048,22.4394052072985
-7,3,165,37.8570273190735,25.0269289940728
-7,3,170,37.8557858506847,22.3906353763844
-7,3,175,37.8881190045864,21.5844479031996
-7,3,180,37.9381352742163,23.9731762815754
-7,3,185,37.9346135329543,22.0142372705664
-7,3,190,37.8387777471001,20.590889040463
-7,3,195,37.8994307621359,24.7924621691805
-7,3,200,37.9882767387512,23.3558361575687
-6,-10,30,7.45670892995425,41.3124719636838
-6,-10,35,8.90417855912959,32.5618079680034
-6,-10,40,9.3078291500747,32.9020030560238
-6,-10,45,9.36660344915799,52.2806357879082
-6,-10,50,9.40745188447314,41.3869191638546
-6,-10,55,9.42975314454875,52.8798725801188
-6,-10,60,9.4497738064263,48.9766643995097
-6,-10,65,9.47191189882192,43.9604894463606
-6,-10,70,9.48566424001618,43.542897392494
-6,-10,75,9.49307065161282,40.8785296618288
-6,-10,80,9.51538538591748,44.1310710859793
-6,-10,85,9.5343865094384,59.6351058596264
-6,-10,90,9.53674919634831,66.4927297858576
-6,-10,95,9.54567114345192,67.7916386253483
-6,-10,100,9.56541480060799,77.1588506014038
-6,-10,105,9.57099536880141,69.9897797882443
-6,-10,110,9.57144651765899,64.0215915516828
-6,-10,115,9.58273522712518,57.4501950180851
-6,-10,120,9.59610092509266,55.9024637644927
-6,-10,125,9.60380358717214,49.2824328910263
-6,-10,130,9.59871751398355,43.9615068664435
-6,-10,135,9.61158355727478,40.7378500203789
-6,-10,140,9.61695148631999,46.4110204878231
-6,-10,145,9.62407335292984,59.4198450279452
-6,-10,150,9.62724693360696,55.7735692218287
-6,-10,155,9.63548391553136,60.7791788821088
-6,-10,160,9.64082530345135,68.2294823129498
-6,-10,165,9.64007837924831,69.9365308215258
-6,-10,170,9.64015843626577,57.1143159227269
-6,-10,175,9.64894878594442,60.0811813540453
-6,-10,180,9.65264777017297,66.8326509166723
-6,-10,185,9.65616627592663,54.7021885094169
-6,-10,190,9.64768000337128,49.2763242183184
-6,-10,195,9.65372206662424,52.8042210842685
-6,-10,200,9.66595017153499,44.9136163947344
-6,-9,30,9.27454607702881,38.8036037308695
-6,-9,35,11.0784153462133,32.4674796307685
-6,-9,40,11.5874612011884,32.8809683004843
-6,-9,45,11.6727355193949,52.2143044662267
-6,-9,50,11.7334528596933,41.3389469067492
-6,-9,55,11.7668752488056,52.8245335619001
-6,-9,60,11.7996011754134,48.9386157550791
-6,-9,65,11.8330590836577,43.9309351402223
-6,-9,70,11.8535821320103,43.5296219320217
-6,-9,75,11.867646942952,38.9377750666977
-6,-9,80,11.8982042441874,44.1022095031018
-6,-9,85,11.9254901616918,59.5689361112371
-6,-9,90,11.932620342445,66.4399675217023
-6,-9,95,11.9463153154965,67.7689569844036
-6,-9,100,11.9734791418259,77.1158498412024
-6,-9,105,11.9824989546491,69.9273325848824
-6,-9,110,11.9850896928006,63.9893361887741
-6,-9,115,12.0013331048505,57.4174106682632
-6,-9,120,12.0199892046289,55.8589744395538
-6,-9,125,12.0320518095333,49.2703354884277
-6,-9,130,12.0265281009068,43.9309822388465
-6,-9,135,12.0440985004637,40.7342409897055
-6,-9,140,12.0526299298199,46.413662262291
-6,-9,145,12.0635984009746,59.3997378252195
-6,-9,150,12.0687678708723,55.7726745098455
-6,-9,155,12.0796050443585,60.7610195728519
-6,-9,160,12.0874100536583,68.1915273457196
-6,-9,165,12.0878474904279,69.8979926926501
-6,-9,170,12.0885163603722,57.1049086913662
-6,-9,175,12.1006275558446,60.0646148522185
-6,-9,180,12.106414356276,66.8085551187112
-6,-9,185,12.1116111705965,54.6871972957301
-6,-9,190,12.0974694179865,49.2358350490444
-6,-9,195,12.1082574286653,52.7965226767057
-6,-9,200,12.1264223450183,44.9050520211254
-6,-8,30,11.5032638611831,36.1683626963801
-6,-8,35,13.7439957299094,32.3418157474754
-6,-8,40,14.3869131377829,32.8486513232283
-6,-8,45,14.5114569469274,52.1169963367507
-6,-8,50,14.6020382277692,41.2708079164827
-6,-8,55,14.6522349255265,50.9776563011881
-6,-8,60,14.7050096411399,48.8819664318363
-6,-8,65,14.7556479391756,43.8871813309489
-6,-8,70,14.7863564969013,43.5067945071077
-6,-8,75,14.8112835105727,38.9195808484373
-6,-8,80,14.8536472224076,44.0607966275272
-6,-8,85,14.8931775720421,59.4763477928945
-6,-8,90,14.9082695168267,64.5867015697962
-6,-8,95,14.9294318233491,67.7290327025993
-6,-8,100,14.967323096724,77.0481577314634
-6,-8,105,14.9814713918236,69.8388621819638
-6,-8,110,14.9879354061612,63.940336435037
-6,-8,115,15.0115147435516,57.368886239994
-6,-8,120,15.0377291029698,55.797736574745
-6,-8,125,15.0566880720218,49.2499812658562
-6,-8,130,15.051043595385,41.8651368014147
-6,-8,135,15.0751522629739,40.7265507482327
-6,-8,140,15.0886443831091,46.4128709836514
-6,-8,145,15.1055086021725,59.3686345528695
-6,-8,150,15.1138961987052,55.7658025844994
-6,-8,155,15.1281238670861,60.7314336576105
-6,-8,160,15.1396359613273,68.1369254689495
-6,-8,165,15.1423391564975,69.8425671690814
-6,-8,170,15.1440561549235,57.0881418381292
-6,-8,175,15.1609213732438,60.0387766657774
-6,-8,180,15.1699330573038,66.7718067424934
-6,-8,185,15.177490686073,54.6638600764049
-6,-8,190,15.1546143479625,49.1795541434498
-6,-8,195,15.1727863099095,52.7812806633443
-6,-8,200,15.2000162203561,44.891194274446
-6,-7,30,14.2133844850207,33.5120835080848
-6,-7,35,16.9846887471028,32.1730270272081
-6,-7,40,17.7976040614569,32.7985662513137
-6,-7,45,17.9801925773822,39.2008102833995
-6,-7,50,18.1153893198332,41.1727916670816
-6,-7,55,18.1908368831121,50.8680391708823
-6,-7,60,18.2749012095307,48.7965998442782
-6,-7,65,18.3514095798684,43.8216556543469
-6,-7,70,18.3973929417444,43.4683191966423
-6,-7,75,18.4397027313982,38.889287117326
-6,-7,80,18.4990430424751,44.0004337629074
-6,-7,85,18.5566785945141,57.3844444951294
-6,-7,90,18.5846275088173,64.4778191310446
-6,-7,95,18.6174186648131,65.8956916943344
-6,-7,100,18.6709512725829,77.0862098851311
-6,-7,105,18.6925877748532,69.7116060300161
-6,-7,110,18.7058011971094,63.865502099826
-6,-7,115,18.7402316450684,55.4285369574963
-6,-7,120,18.7771713403729,55.7106253199148
-6,-7,125,18.8070637153234,49.216364523004
-6,-7,130,18.8019055877785,39.9671215236085
-6,-7,135,18.8350575629651,40.7119386483347
-6,-7,140,18.8562736508039,46.4056047325356
-6,-7,145,18.8821457057372,59.3202986386369
-6,-7,150,18.895713530853,55.7481906122545
-6,-7,155,18.9142525466521,60.6837479090018
-6,-7,160,18.9312997739454,67.9068305070438
-6,-7,165,18.9381248175201,69.7617257286342
-6,-7,170,18.9416149527199,57.0593169718936
-6,-7,175,18.9653086308544,61.464742009318
-6,-7,180,18.9792779295006,66.8510278278841
-6,-7,185,18.9901191839411,52.7632143250976
-6,-7,190,18.9538863781565,49.1003050151418
-6,-7,195,18.9833421631133,52.7533180804846
-6,-7,200,19.0244215257009,44.8689636006809
-6,-6,30,17.4697879385987,30.6529386226349
-6,-6,35,20.8763449973484,30.4477563019379
-6,-6,40,21.9043070215753,30.9710333871208
-6,-6,45,22.1719960943766,37.354248776654
-6,-6,50,22.3730839585652,37.4831589642127
-6,-6,55,22.4862723875706,48.8900588922139
-6,-6,60,22.6184670626773,48.6667925958227
-6,-6,65,22.7334213201075,41.8434332699064
-6,-6,70,22.8021229393399,43.4044466051098
-6,-6,75,22.8717151997235,38.8393600040059
-6,-6,80,22.9553993411082,43.9112614350371
-6,-6,85,23.0396737656316,57.2066082917574
-6,-6,90,23.0877749211692,62.3673878012053
-6,-6,95,23.13851308972,65.7936707666733
-6,-6,100,23.2149449241002,76.920930291214
-6,-6,105,23.2472081732352,69.5260877046861
-6,-6,110,23.2718334949758,63.7507063529806
-6,-6,115,23.3222057932014,55.3262783078417
-6,-6,120,23.3741523347471,55.5854605100536
-6,-6,125,23.421361559317,47.4220461773302
-6,-6,130,23.4177254999393,39.9097859631944
-6,-6,135,23.4632378320496,38.8229614154103
-6,-6,140,23.4963582057131,46.3868113356213
-6,-6,145,23.5358813165706,57.324999893829
-6,-6,150,23.5577539218813,55.7119971588765
-6,-6,155,23.5815209842913,60.6074628329335
-6,-6,160,23.60671257104,67.7899744731255
-6,-6,165,23.6208007877919,68.956873496845
-6,-6,170,23.6271657169482,55.0384614596782
-6,-6,175,23.660643459874,45.278138153465
-6,-6,180,23.6821740636857,66.7669046608853
-6,-6,185,23.697506585764,52.7115284895392
-6,-6,190,23.641091667286,47.0004568554163
-6,-6,195,23.6874613962615,52.7042626648355
-6,-6,200,23.7496037241915,44.8335098030849
-6,-5,30,21.3122142664442,26.5466112800015
-6,-5,35,25.461615207526,28.5418987808897
-6,-5,40,26.7585430361693,30.8645121126668
-6,-5,45,27.1488984823979,35.4568215488261
-6,-5,50,27.4453388677154,37.3089025219274
-6,-5,55,27.6140676273669,48.6632111038367
-6,-5,60,27.8187281437292,46.548278212204
-6,-5,65,27.9895748867555,41.712116652994
-6,-5,70,28.0915003697087,41.5042402804071
-6,-5,75,28.202895088167,38.7578254768099
-6,-5,80,28.3210255360558,43.7780952982223
-6,-5,85,28.4439547117443,56.9498552419143
-6,-5,90,28.5226250638699,62.1357926160883
-6,-5,95,28.6006064369084,61.9377052197185
-6,-5,100,28.710438227259,76.6601163431355
-6,-5,105,28.7571479229208,66.3022742672409
-6,-5,110,28.8004983025495,62.0352431320919
-6,-5,115,28.8739086431806,53.3442338399149
-6,-5,120,28.9463096325038,55.4039308311144
-6,-5,125,29.0207450560969,47.3386964716086
-6,-5,130,29.0202287741996,39.8259253677369
-6,-5,135,29.0822349455224,38.7844760269082
-6,-5,140,29.1333926869687,46.3482138445857
-6,-5,145,29.1932570071648,57.2146843299738
-6,-5,150,29.2283182400609,54.3419164635754
-6,-5,155,29.257852572109,59.8297694533283
-6,-5,160,29.2947194092721,65.6844723702098
-6,-5,165,29.3212751188061,68.7828085882061
-6,-5,170,29.3320993943087,53.0524956498491
-6,-5,175,29.3794253368472,45.2369111330466
-6,-5,180,29.4123234009265,64.6083312596764
-6,-5,185,29.4336284964137,50.6184649161072
-6,-5,190,29.3472569248595,46.8457362258466
-6,-5,195,29.418347886197,52.6206854371666
-6,-5,200,29.512101751353,44.7772092002495
-6,-4,30,25.7164791371425,23.6488578906152
-6,-4,35,30.699049314072,28.1802865882602
-6,-4,40,32.3235990737088,30.6973455508186
-6,-4,45,32.8852025947956,35.2465318228867
-6,-4,50,33.3147843062864,35.2503891371849
-6,-4,55,33.5628254337701,46.5106523835784
-6,-4,60,33.8728623939716,46.2678939582963
-6,-4,65,34.1219527243853,41.5088986002272
-6,-4,70,34.2709312029514,39.4009240027336
-6,-4,75,34.4441277933166,38.6258175911396
-6,-4,80,34.6094956625521,39.8945313726059
-6,-4,85,34.7868813999861,52.7373643440108
-6,-4,90,34.9099029751686,57.956114970783
-6,-4,95,35.0280007702708,59.7693319695213
-6,-4,100,35.1856813813721,74.616574230196
-6,-4,105,35.2506718281193,65.9301730948495
-6,-4,110,35.3235890930297,61.7789228118878
-6,-4,115,35.4291873867756,53.1231427435301
-6,-4,120,35.5281585333768,53.319036015067
-6,-4,125,35.644559409219,47.2047552556344
-6,-4,130,35.649330278239,39.7020359521319
-6,-4,135,35.7323548602094,38.7186929282606
-6,-4,140,35.8100114845701,44.3620282080705
-6,-4,145,35.8992017324977,55.4396870585722
-6,-4,150,35.9547773156331,54.2319613455536
-6,-4,155,35.989399729431,59.6416670070902
-6,-4,160,36.042241094384,65.4347568884096
-6,-4,165,36.0895411264737,66.609748291576
-6,-4,170,36.1068980989269,52.9414030926846
-6,-4,175,36.1732483846442,45.1674408027085
-6,-4,180,36.222773528974,64.2890352237272
-6,-4,185,36.251621532294,48.6141207345319
-6,-4,190,36.1221448347947,46.6209890137538
-6,-4,195,36.2279785273301,50.5132862756135
-6,-4,200,36.3678134025969,44.6881176412979
-6,-3,30,30.5236091728564,20.9466387110726
-6,-3,35,36.3695511658118,27.6802655872553
-6,-3,40,38.3711449125002,28.7982775191993
-6,-3,45,39.1581245171716,33.2986652413108
-6,-3,50,39.7620780561992,33.3405864625543
-6,-3,55,40.1171422672837,42.4182290696657
-6,-3,60,40.5714279359073,42.1218773115494
-6,-3,65,40.9229059073424,41.1946134771807
-6,-3,70,41.1346151087083,39.1747208953821
-6,-3,75,41.3938418293877,36.7335995907474
-6,-3,80,41.6199562295925,39.6379260315114
-6,-3,85,41.8696840725863,52.254419234375
-6,-3,90,42.0526140224453,55.48774054119
-6,-3,95,42.2265238640135,55.5373103336774
-6,-3,100,42.4497594909354,71.9764187401231
-6,-3,105,42.5349808480697,62.2071674920639
-6,-3,110,42.6518608093572,59.7449283366918
-6,-3,115,42.7995370877522,51.0129234483135
-6,-3,120,42.9300167552512,51.0148036746444
-6,-3,125,43.1083121657853,45.0399932185087
-6,-3,130,43.1206881971087,37.7795654436952
-6,-3,135,43.2281979032953,38.6087578344211
-6,-3,140,43.342567698068,44.2482630340503
-6,-3,145,43.4714187783079,49.5933972639298
-6,-3,150,43.557543444549,54.0427509636678
-6,-3,155,43.5937838266,59.345783417336
-6,-3,160,43.6666669900978,65.0565932758985
-6,-3,165,43.7467974782242,65.3094385971225
-6,-3,170,43.7729102107436,50.7761724580757
-6,-3,175,43.8637955442382,45.0523776421099
-6,-3,180,43.9363771914777,63.6160746775465
-6,-3,185,43.9738240444547,48.4392776192537
-6,-3,190,43.7858490441743,44.4430719335771
-6,-3,195,43.9372656197857,50.3004802958548
-6,-3,200,44.1403967447112,42.6418410401087
-6,-2,30,35.3282862878087,17.3029554590054
-6,-2,35,41.930920404557,24.2561352870382
-6,-2,40,44.3170638057608,28.4387889876177
-6,-2,45,45.3696075915421,31.2211561709757
-6,-2,50,46.1762342555557,31.1976044071449
-6,-2,55,46.6609931829396,40.0653758582609
-6,-2,60,47.2920237168028,39.7268642977701
-6,-2,65,47.7615254652455,37.106065818913
-6,-2,70,48.047699183353,38.8141212636734
-6,-2,75,48.4142182846796,34.605177854064
-6,-2,80,48.7089390816323,37.4565969296331
-6,-2,85,49.0442216805058,43.9691702621556
-6,-2,90,49.2982813449448,50.9932988008214
-6,-2,95,49.5418394461681,51.1354178009205
-6,-2,100,49.8466330916511,67.9015560422888
-6,-2,105,49.9483223742043,58.5797638368627
-6,-2,110,50.1239927443917,55.5182584051115
-6,-2,115,50.3198035178649,48.625202538463
-6,-2,120,50.4812449276706,48.7540235066339
-6,-2,125,50.7428666466855,44.732225012458
-6,-2,130,50.7639495829286,37.5299962319974
-6,-2,135,50.8950786935152,34.9273264318891
-6,-2,140,51.0547883447722,40.3545890252808
-6,-2,145,51.2308990633496,45.7326663645965
-6,-2,150,51.3586524285991,52.2637277280396
-6,-2,155,51.3881268459793,57.10699695366
-6,-2,160,51.482132637696,62.6040972439217
-6,-2,165,51.609646589792,61.716895789743
-6,-2,170,51.6457561650496,48.6152728422577
-6,-2,175,51.7643908068,42.9254141574086
-6,-2,180,51.8657414117123,54.6344893865668
-6,-2,185,51.9109672222545,46.298674580999
-6,-2,190,51.6522708291319,43.9886786404035
-6,-2,195,51.8561203513891,49.9553306814339
-6,-2,200,52.1363224263509,42.4415740089166
-6,-1,30,39.3554187121405,14.6693530187513
-6,-1,35,46.3692214906652,23.4558279062172
-6,-1,40,49.0501578114572,25.0307933596678
-6,-1,45,50.3533625716884,27.6031679405119
-6,-1,50,51.3446475588311,27.5929590657319
-6,-1,55,51.9560843426231,34.2442288279988
-6,-1,60,52.7610450127654,35.510082457513
-6,-1,65,53.3349266272869,33.0598733275066
-6,-1,70,53.690633918415,34.7708123455691
-6,-1,75,54.1648294007333,34.1652314994308
-6,-1,80,54.5176801884475,35.2265348892287
-6,-1,85,54.9321180701623,39.6507378479798
-6,-1,90,55.2510103756331,44.4685267942059
-6,-1,95,55.5643013180847,46.6043650332544
-6,-1,100,55.951724519256,52.852301856106
-6,-1,105,56.0555961238035,50.6427094891032
-6,-1,110,56.2954435734629,52.9983366445585
-6,-1,115,56.5321605891546,46.2714301540659
-6,-1,120,56.711918309252,46.1115889514269
-6,-1,125,57.0666401674255,40.6951545895646
-6,-1,130,57.093768892669,33.7648904853002
-6,-1,135,57.2384331464997,34.6882641930078
-6,-1,140,57.4421497785276,40.087842515382
-6,-1,145,57.6611178756366,43.4870299369841
-6,-1,150,57.8362557459802,50.0669676233183
-6,-1,155,57.8450317526202,55.5422082094022
-6,-1,160,57.9534543381017,61.3673065023747
-6,-1,165,58.138199399209,58.1171040904595
-6,-1,170,58.1823513118587,46.2768319920313
-6,-1,175,58.3242943642093,40.8279902431318
-6,-1,180,58.4545058742906,46.763454181612
-6,-1,185,58.5028018750455,42.1245127251651
-6,-1,190,58.1772372835419,41.5597193811367
-6,-1,195,58.4264838655826,45.6214638749629
-6,-1,200,58.7790375538043,42.1273073253943
-6,0,30,41.4603265470146,10.9386697512652
-6,0,35,48.2490875445096,20.0442270882326
-6,0,40,50.9875779814227,24.3486076570017
-6,0,45,52.4222689788623,24.0972230451512
-6,0,50,53.4965939405432,24.1202612976121
-6,0,55,54.17940172058,28.6499285554272
-6,0,60,55.0825633731099,29.7471105341023
-6,0,65,55.6958820429384,32.2958735812722
-6,0,70,56.0843844779975,32.5106507313906
-6,0,75,56.6213911298374,30.29234371341
-6,0,80,56.990673964928,32.8510530042696
