power_OOK_dBm,power_QAM_dBm,spacing_GHz,snr_QAM,snr_OOK_mean
-10,-5,95,29.7967513737217,31.9314748443385
-10,-5,100,29.8360939423523,32.071287860995
-10,-5,105,29.8405382061272,28.9674698496299
-10,-5,110,29.8335722372717,27.7438842537938
-10,-5,115,29.8485096515993,26.8499797740763
-10,-5,120,29.8736221757809,22.4353379153425
-10,-5,125,29.8929040312969,17.6432110545103
-10,-5,130,29.8747207366154,8.72921835771249
-10,-5,135,29.8955812496338,14.9617065324656
-10,-5,140,29.9105629661981,12.3946185921594
-10,-5,145,29.9178262812208,11.1630874973174
-10,-5,150,29.9238647816596,21.5480860387079
-10,-5,155,29.9339562848716,23.8139641255539
-10,-5,160,29.9394385550865,26.5579539180855
-10,-5,165,29.9437056498691,18.2940061383716
-10,-5,170,29.9393688311709,15.2573238086583
-10,-5,175,29.9532200718712,10.6229123901148
-10,-5,180,29.9613189725067,25.0360173135698
-10,-5,185,29.9654402768412,10.465095250495
-10,-5,190,29.9424753394733,20.3804103144921
-10,-5,195,29.9617402186288,20.1139325542559
-10,-5,200,29.9824886395176,16.2272255574659
-10,-4,30,32.3262928096597,1.26105529750518
-10,-4,35,35.4101853602819,1.83906936852638
-10,-4,40,36.2545651144925,9.59686128501357
-10,-4,45,36.3931558832661,16.4943950797469
-10,-4,50,36.5062902518552,1.93892971160368
-10,-4,55,36.545270415346,24.7438884759479
-10,-4,60,36.5963068679873,22.0721350451775
-10,-4,65,36.6453746110142,18.5192107427367
-10,-4,70,36.66706252563,16.0159306957373
-10,-4,75,36.6960964408952,10.7310114201212
-10,-4,80,36.7300495301003,20.2281408283802
-10,-4,85,36.7765036794003,27.0414379024426
-10,-4,90,36.791064130891,29.6617886831172
-10,-4,95,36.8088247354375,31.8777247915206
-10,-4,100,36.8641702815926,31.4447745109936
-10,-4,105,36.8681151902259,28.8960380736957
-10,-4,110,36.8635189165253,27.6947376944784
-10,-4,115,36.8839547019933,26.1047440947855
-10,-4,120,36.9155819329614,22.3873606054251
-10,-4,125,36.9484407924959,17.6259336043385
-10,-4,130,36.9243423578731,8.72215145442649
-10,-4,135,36.9503483239835,14.9569096882189
-10,-4,140,36.9731363244089,12.3934620477426
-10,-4,145,36.9849428308581,7.99814691840098
-10,-4,150,36.9961372227046,21.5320671220894
-10,-4,155,37.0051029741776,23.7822469484522
-10,-4,160,37.0119099475445,26.5114812270871
-10,-4,165,37.0235727284993,18.2629205140358
-10,-4,170,37.0177011400741,14.5427710631077
-10,-4,175,37.0356655504264,10.5652093281286
-10,-4,180,37.0475416273707,24.9544977071387
-10,-4,185,37.0533372254761,10.4558266708685
-10,-4,190,37.0191368390122,20.3327022575452
-10,-4,195,37.0469632731778,20.0947871891493
-10,-4,200,37.0783113902478,16.2133540720731
-10,-3,30,39.2237033195978,1.19309146096565
-10,-3,35,42.9454570455904,1.82422026460818
-10,-3,40,43.9851051224049,8.79567992955941
-10,-3,45,44.1841010378468,16.3638615017809
-10,-3,50,44.3454813713288,1.93790504496652
-10,-3,55,44.4055785208213,23.9039346915985
-10,-3,60,44.4894871424087,21.2149554028869
-10,-3,65,44.5573393721716,17.6531341462428
-10,-3,70,44.5878934241563,15.9863530056423
-10,-3,75,44.6377594667103,10.7033350238441
-10,-3,80,44.6804906053824,19.4076718666544
-10,-3,85,44.7443734345221,26.1385812344948
-10,-3,90,44.7699613846043,28.2091591659537
-10,-3,95,44.7986212270665,31.1719788573442
-10,-3,100,44.8766685747115,31.4028745786736
-10,-3,105,44.8768073675517,28.7879030627438
-10,-3,110,44.8782799908516,27.6175880983517
-10,-3,115,44.9054051447512,25.3019052229514
-10,-3,120,44.9426918381856,21.5688907547471
-10,-3,125,44.9977803496749,17.5970469167353
-10,-3,130,44.9658493245765,8.71071165323266
-10,-3,135,44.9964035562426,14.1844242941477
-10,-3,140,45.0302053498618,12.3892760976763
-10,-3,145,45.0483846723396,7.30313837259543
-10,-3,150,45.0685216598938,21.5030834566051
-10,-3,155,45.072390649296,23.7320794840802
-10,-3,160,45.0798419699567,26.4421326519729
-10,-3,165,45.1048778668665,18.2154229314279
-10,-3,170,45.0967775907905,14.5128442521402
-10,-3,175,45.1193406561218,10.5493321427034
-10,-3,180,45.1363527687941,24.9087733969892
-10,-3,185,45.1440314705202,10.4409924390793
-10,-3,190,45.0948590372617,20.2635270597251
-10,-3,195,45.1331064613599,20.0622818908471
-10,-3,200,45.1794892761591,16.1917395809543
-10,-2,30,46.376662837057,1.17290138055924
-10,-2,35,50.6836374366368,1.80497077500889
-10,-2,40,51.9218916709466,7.87825699324565
-10,-2,45,52.1970801560278,1.89859855105572
-10,-2,50,52.4160727497543,1.93626017531847
-10,-2,55,52.5055160847758,21.4588735636922
-10,-2,60,52.6347083240012,20.2916870413199
-10,-2,65,52.7225364367267,16.7919201616654
-10,-2,70,52.7635785820665,15.9350925947498
-10,-2,75,52.8425882553853,10.3580631537278
-10,-2,80,52.8936042387425,19.3159581089921
-10,-2,85,52.9778498460852,25.1613809095618
-10,-2,90,53.016517250566,27.3247113219131
-10,-2,95,53.0605316477295,30.3524107236331
-10,-2,100,53.1684947802953,31.2376361004472
-10,-2,105,53.1583857829661,28.623398454054
-10,-2,110,53.1715826733095,26.9965102536435
-10,-2,115,53.2053895428175,24.4443915470282
-10,-2,120,53.2443515908351,21.4697258576467
-10,-2,125,53.3329696821493,12.0556500614574
-10,-2,130,53.2912821389672,7.96680791974343
-10,-2,135,53.3235958576782,14.1675377697407
-10,-2,140,53.3713179265127,11.632261988652
-10,-2,145,53.3972120742997,7.29731055529552
-10,-2,150,53.4316672009108,21.0026028237998
-10,-2,155,53.4234343073328,23.6529885086046
-10,-2,160,53.4295191649773,26.3378836861949
-10,-2,165,53.4763069325248,18.1425385776302
-10,-2,170,53.4650859256125,13.7303283205582
-10,-2,175,53.4917226704303,9.72624054420717
-10,-2,180,53.5150614412348,24.6830988173235
-10,-2,185,53.5242636028164,10.4173424764408
-10,-2,190,53.4574980042046,19.3875292130942
-10,-2,195,53.5063329817326,20.0081563153917
-10,-2,200,53.5717767480092,15.4049896121501
-10,-1,30,52.4815029656094,1.08103599903417
-10,-1,35,57.1076568015761,1.65281435158399
-10,-1,40,58.4903834230458,7.12259306975351
-10,-1,45,58.8432554102111,2.03489735141162
-10,-1,50,59.1148956308963,1.87180427450442
-10,-1,55,59.2383938977312,18.9351609981493
-10,-1,60,59.4186441467708,17.7800184016954
-10,-1,65,59.5204139547258,15.8862874980765
-10,-1,70,59.5709454679526,15.8487430302265
-10,-1,75,59.6834555516093,9.49850334970226
-10,-1,80,59.7384702530579,11.7748864235188
-10,-1,85,59.8409053334823,23.4466636626414
-10,-1,90,59.8906346630451,24.8133806996197
-10,-1,95,59.9525685506077,29.1256892448402
-10,-1,100,60.0935809681735,30.3519163129086
-10,-1,105,60.0641306331727,27.3595160219777
-10,-1,110,60.0950767232018,26.8167548121445
-10,-1,115,60.132576694526,22.7756941502263
-10,-1,120,60.1649047022295,14.1812154815478
-10,-1,125,60.2962286265203,11.9999892790386
-10,-1,130,60.2441611364218,7.94268788518949
-10,-1,135,60.2724865871153,13.3951869720906
-10,-1,140,60.3340683714171,11.6167952128478
-10,-1,145,60.3667319793279,7.28628232514429
-10,-1,150,60.4207848837399,20.2894288188491
-10,-1,155,60.391412642774,23.5288051861801
-10,-1,160,60.392434251542,25.4026833461844
-10,-1,165,60.4687993550034,18.0305182421945
-10,-1,170,60.4537602725786,12.8987242181279
-10,-1,175,60.4819674630448,9.69473245540408
-10,-1,180,60.511633912399,23.5384392452902
-10,-1,185,60.5208384291251,9.57961016552252
-10,-1,190,60.4384217534636,19.2468382471761
-10,-1,195,60.4940563510772,19.9194054915338
-10,-1,200,60.5784301312482,14.6272974256065
-10,0,30,55.4462939702495,0.981643513875561
-10,0,35,59.8548231338458,1.62297702987795
-10,0,40,61.2397656025512,6.39511007909968
-10,0,45,61.6381897703484,2.03054233182542
-10,0,50,61.929914134103,1.86802272480495
-10,0,55,62.0798053621337,16.4377727111179
-10,0,60,62.2967879418012,15.2831236706
-10,0,65,62.3960625167609,14.2367932226082
-10,0,70,62.4501392740045,14.2748805699165
-10,0,75,62.5876513637662,9.40114276780917
-10,0,80,62.6376039190824,10.8712074745259
-10,0,85,62.7464913027725,19.2090334890926
-10,0,90,62.7983024199446,21.3153572521277
-10,0,95,62.8741056434014,15.7694665144136
-10,0,100,63.0387880113838,29.2355536231614
-10,0,105,62.9837218945999,25.8827983450308
-10,0,110,63.033677548459,25.2096781815007
-10,0,115,63.0678319231809,20.3447846817638
-10,0,120,63.083441169334,13.2457749127956
-10,0,125,63.2529585745664,11.1098523707517
-10,0,130,63.1935720430264,7.90431027044121
-10,0,135,63.2110205796645,13.3480851611147
-10,0,140,63.2796437624111,11.4015018091835
-10,0,145,63.3138523410764,6.62181478031839
-10,0,150,63.3876068293339,20.162400291145
-10,0,155,63.331986397456,22.6406783514068
-10,0,160,63.3240434805095,24.3565932607913
-10,0,165,63.4290656373046,17.6873948203203
-10,0,170,63.4107132097927,11.229166905016
-10,0,175,63.435889812924,8.87622386080479
-10,0,180,63.4692933827604,20.1636147707332
-10,0,185,63.4757300140966,9.52821716231062
-10,0,190,63.3880574646707,17.503960090997
-10,0,195,63.4415969041101,18.2270256670638
-10,0,200,63.5353131157964,14.5594529007997
-10,1,30,53.2786024153413,0.921248379272859
-10,1,35,56.8400742113876,1.79994448057878
-10,1,40,58.0296333989763,1.9297045957151
-10,1,45,58.4058520470671,1.91666450877745
-10,1,50,58.6626647006938,1.86178613597743
-10,1,55,58.8142008238314,6.71812545167308
-10,1,60,59.0285163164661,7.0355201292589
-10,1,65,59.1048813800968,7.37665628808381
-10,1,70,59.1526557877726,12.7279071330309
-10,1,75,59.2899427301876,8.51337090484828
-10,1,80,59.325067365596,9.19123824537736
-10,1,85,59.4211231973977,15.877000433486
-10,1,90,59.4618882344333,17.1696596257289
-10,1,95,59.538543070012,11.1111506800165
-10,1,100,59.7011305761401,26.8074573570159
-10,1,105,59.6264505867901,24.1948569016569
-10,1,110,59.6863941602777,12.3348556716905
-10,1,115,59.7091773876417,12.7250866978441
-10,1,120,59.7043887727687,12.2458759203172
-10,1,125,59.8845478313116,10.1976247449224
-10,1,130,59.8258025518068,7.1669588367734
-10,1,135,59.8298353851509,11.3815574340089
-10,1,140,59.8920842137398,11.3550694968618
-10,1,145,59.9196577977922,5.88307003719266
-10,1,150,60.0026180034346,19.4416570109685
-10,1,155,59.9284845779515,22.089430225803
-10,1,160,59.911419534187,17.2265633987443
-10,1,165,60.0277004513237,16.3241903516702
-10,1,170,60.0086276854535,10.3411305207532
-10,1,175,60.0264995472868,8.07636427102595
-10,1,180,60.0584673703688,16.2787585516428
-10,1,185,60.0597196840536,1.80739513759646
-10,1,190,59.98361753066,16.4965598835978
-10,1,195,60.02496121848,18.0261376938272
-10,1,200,60.1093246151328,13.749610865476
-10,2,30,45.8598863583173,0.849507656298621
-10,2,35,48.247729897308,1.73495697297436
-10,2,40,49.1059602826352,1.90722794574622
-10,2,45,49.3959726813568,1.90994697204408
-10,2,50,49.5762090379962,2.00244355596431
-10,2,55,49.7005280954626,1.58108641837159
-10,2,60,49.8702299027108,1.77722597817916
-10,2,65,49.9145667998689,6.60670887798485
-10,2,70,49.9486932896451,11.7663566932012
-10,2,75,50.0579941183095,1.81823890988174
-10,2,80,50.0754761937084,6.78978457824322
-10,2,85,50.1442769085059,7.7002409120014
-10,2,90,50.166568370592,14.630342869682
-10,2,95,50.2292116178792,8.57364922063345
-10,2,100,50.3610629462627,10.044685116768
-10,2,105,50.2854131507236,9.29581460157251
-10,2,110,50.3398971859461,11.1633036227477
-10,2,115,50.3487602815304,10.8715369497847
-10,2,120,50.3313690768922,10.3987113432521
-10,2,125,50.4846774750447,9.27288091779858
-10,2,130,50.4357180431038,6.45610355190439
-10,2,135,50.4312793941293,10.6187715047142
-10,2,140,50.4757164414547,7.14611903084303
-10,2,145,50.4915896077094,5.29622861224434
-10,2,150,50.56658144342,17.9212912943828
-10,2,155,50.4932213670046,15.8541601549782
-10,2,160,50.472468821031,16.0504092896539
-10,2,165,50.573942376245,14.1993705525378
-10,2,170,50.5577119637649,8.69961652248169
-10,2,175,50.5677344808325,7.30063554168914
-10,2,180,50.5934951864604,14.6444044925287
-10,2,185,50.5898474224961,1.79395849989424
-10,2,190,50.5374388735167,14.0199389299806
-10,2,195,50.5627324118454,16.2356780429187
-10,2,200,50.6220778798085,12.922528331832
-10,3,30,35.5426989271469,0.722982498871705
-10,3,35,36.8984498915662,1.64838143035848
-10,3,40,37.4287523635312,1.87441945262521
-10,3,45,37.6151204381602,1.8968909589372
-10,3,50,37.7176369615003,1.83541754889988
-10,3,55,37.8020035508455,1.57464671344153
-10,3,60,37.9121341495598,1.76849367754906
-10,3,65,37.9314002975903,1.80459221124919
-10,3,70,37.9516909605094,2.64251017124823
-10,3,75,38.0224453404369,1.80474167644932
-10,3,80,38.0275749764829,1.8233193338898
-10,3,85,38.068674031427,1.81114587013164
-10,3,90,38.0755456228963,1.69311036252616
-10,3,95,38.1179803529904,6.33933558245959
-10,3,100,38.2073058598187,7.15149434333308
-10,3,105,38.1474058518197,7.54433385910436
-10,3,110,38.1865202526505,9.34793741494956
-10,3,115,38.1857576555278,9.03994800658254
-10,3,120,38.1674917848298,8.60869080477352
-10,3,125,38.2739018634354,7.64244083241381
-10,3,130,38.2390825616142,4.71901477495804
-10,3,135,38.2334447708405,4.62326223086338
-10,3,140,38.2585660815245,6.45047131343023
-10,3,145,38.2642859640499,4.75003219231214
-10,3,150,38.3198980201684,15.063121779619
-10,3,155,38.2631156839466,8.89953433290206
-10,3,160,38.2452079455504,10.5697464668344
-10,3,165,38.3166230569408,10.9832270373502
-10,3,170,38.3051998131354,7.17860294556466
-10,3,175,38.3101773100695,6.6084948615891
-10,3,180,38.3283211000507,7.61111791880276
-10,3,185,38.322422768305,1.77531273053165
-10,3,190,38.293440565257,12.2790899942941
-10,3,195,38.3063802654421,14.4178228518829
-10,3,200,38.3390306769799,7.08643771425613
-9,-10,30,8.39633307049064,30.6904295127777
-9,-10,35,9.34447672351067,30.517792763909
-9,-10,40,9.60232071374204,19.0471596388047
-9,-10,45,9.62395301139893,31.4434872998593
-9,-10,50,9.63906461551897,26.1153356092992
-9,-10,55,9.64432938850379,32.9404831532689
-9,-10,60,9.64625304290294,27.9713646570871
-9,-10,65,9.65317301544387,24.4426334655156
-9,-10,70,9.65682044946127,21.1073211359564
-9,-10,75,9.6557558073783,19.8246083218055
-9,-10,80,9.66542695409417,26.4988752532725
-9,-10,85,9.6736562958663,33.4338655285909
-9,-10,90,9.6700409500171,37.5539082219585
-9,-10,95,9.67184487692962,40.8860563836763
-9,-10,100,9.6824160140361,40.4044690589062
-9,-10,105,9.68321287706575,37.535368648609
-9,-10,110,9.67942249394062,34.9965495098072
-9,-10,115,9.68359569172271,33.8621045283583
-9,-10,120,9.69071304879501,30.264713445744
-9,-10,125,9.69288334768768,23.0661110603156
-9,-10,130,9.68762663631235,20.2383154137045
-9,-10,135,9.69407649637872,19.6722688636928
-9,-10,140,9.69619045119538,23.3596090025993
-9,-10,145,9.69714244750663,30.7940129072969
-9,-10,150,9.69758122283368,27.958122622145
-9,-10,155,9.70241582538221,29.9993038379482
-9,-10,160,9.704122105059,34.540854775458
-9,-10,165,9.70203406010726,35.6635382044477
-9,-10,170,9.70090327245958,32.6071907941804
-9,-10,175,9.70522206867998,32.5346102433449
-9,-10,180,9.70656592028211,32.6244739899538
-9,-10,185,9.70744555994297,29.7496517361874
-9,-10,190,9.70446331859157,26.7941689483533
-9,-10,195,9.70667221560954,26.4245028323429
-9,-10,200,9.7106272207457,20.5007669855986
-9,-9,30,10.5172882764614,29.058336302616
-9,-9,35,11.7113878717162,29.4827118445042
-9,-9,40,12.0355231368397,19.0385052576253
-9,-9,45,12.066127670271,31.4229871534389
-9,-9,50,12.0882114723939,25.1842052901605
-9,-9,55,12.0960696211305,32.9183784302974
-9,-9,60,12.1006744222925,27.9602996344045
-9,-9,65,12.1109973450486,24.4345043977457
-9,-9,70,12.1163136423284,21.1071259388473
-9,-9,75,12.1165274204303,19.8244150952106
-9,-9,80,12.1290025868504,26.4906433127401
-9,-9,85,12.1403411285716,34.2694314367283
-9,-9,90,12.1373979098834,37.5377094646168
-9,-9,95,12.140193417582,40.1961879314382
-9,-9,100,12.154156823067,40.3958870493034
-9,-9,105,12.1558206888103,37.5176322391789
-9,-9,110,12.1514223467471,34.9881355446035
-9,-9,115,12.1571495656544,33.8509906368569
-9,-9,120,12.1667499910627,30.2513049234168
-9,-9,125,12.1702839318572,23.0645147694438
-9,-9,130,12.1636493909884,20.2333015588641
-9,-9,135,12.1722569364977,19.6737556860708
-9,-9,140,12.1755740821537,23.3626273410367
-9,-9,145,12.1773344645928,30.788580372911
-9,-9,150,12.1781936206408,27.9590006580461
-9,-9,155,12.1843389446147,29.994704788816
-9,-9,160,12.1867079963304,34.5292794921603
-9,-9,165,12.1846601371882,35.6509266400153
-9,-9,170,12.1832698199196,32.6041232211542
-9,-9,175,12.1889766242481,32.5340030513591
-9,-9,180,12.1910526709983,32.6189513836065
-9,-9,185,12.1924622883226,29.7454014655475
-9,-9,190,12.1873558913427,26.7803205238256
-9,-9,195,12.1914137355597,26.4235565457053
-9,-9,200,12.19721236129,20.498618364154
-9,-8,30,13.1584225734156,16.0575932385357
-9,-8,35,14.6606939028266,29.3522286785268
-9,-8,40,15.0687433457266,19.0255952214539
-9,-8,45,15.1125745404349,30.9306932850095
-9,-8,50,15.145149876236,25.1578967353493
-9,-8,55,15.1569641576975,32.1312829457373
-9,-8,60,15.16622875708,27.9435128849684
-9,-8,65,15.1817080044151,23.4029944583452
-9,-8,70,15.1894982404756,21.1054164158964
-9,-8,75,15.1921549899284,19.8228881971277
-9,-8,80,15.2084192098938,26.4782492550877
-9,-8,85,15.2242194391997,34.2390717649454
-9,-8,90,15.222817043067,37.513582626337
-9,-8,95,15.227252374072,40.1896578713695
-9,-8,100,15.2459561639587,40.3812403622052
-9,-8,105,15.2488765929317,37.4924663973139
-9,-8,110,15.2439837765625,34.9750009181188
-9,-8,115,15.2519405228836,33.8344938718264
-9,-8,120,15.2649529648523,30.2324486541663
-9,-8,125,15.2707428522193,23.0612538224867
-9,-8,130,15.2623351761355,20.2261975528795
-9,-8,135,15.273841668331,19.6748334740198
-9,-8,140,15.2790374413606,23.365317213203
-9,-8,145,15.2821108381787,30.7801957910188
-9,-8,150,15.2837189431124,27.9586090312768
-9,-8,155,15.2914499045732,29.9871901987235
-9,-8,160,15.294785772061,34.5129860001362
-9,-8,165,15.293132943785,35.6332713109518
-9,-8,170,15.2914325938925,32.5985691955134
