symbolRate_1,symbolRate_2,symbolRate_3,modulation,centerFrequency_1,centerFrequency_2,centerFrequency_3,powerdBm_1,powerdBm_2,powerdBm_3,SNR_1,SNR_2,SNR_3,SNRdB_1,SNRdB_2,SNRdB_3,EVM_1,EVM_2,EVM_3,SER_1,SER_2,SER_3
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-10,4,-10,28.50526807,41.82375972,27.89347892,14.5492513,16.21423071,14.45502684,0.184152925,0.166475591,0.186070729,0,0.02707157,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-10,5,-10,20.65099765,26.64629717,20.23866693,13.14941037,14.25636867,13.06181903,0.214960275,0.207566875,0.217027687,0,0.066183427,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-10,-3,179.8115657,37.95208756,174.0957556,22.54817623,15.79235669,22.40788183,0.074453191,0.160236015,0.075647676,0,0.01637418,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-1,-3,128.2414236,53.76367421,124.7949643,21.0802833,17.30488941,20.96197061,0.088042251,0.136674403,0.089221931,0,0.009064551,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-2,-3,142.1115604,55.20415606,138.1514055,21.52629408,17.41971775,21.40355308,0.083673943,0.134370436,0.084839338,0,0.007477491,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-3,-3,153.0154621,55.42665401,148.6230582,21.84735318,17.43718662,21.72086193,0.080662463,0.133741625,0.081821735,0,0.006790783,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-4,-3,161.2395595,54.67224106,156.4955851,22.07471603,17.37766876,21.9450209,0.078594685,0.134406127,0.079754272,0,0.00656188,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-5,-3,167.276168,53.13510528,162.2542445,22.23434071,17.25381545,22.10196066,0.077174156,0.136146925,0.078337676,0,0.006653441,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-6,-3,171.6386901,50.96072245,166.4004087,22.34615191,17.07235576,22.21154389,0.076194079,0.138868072,0.077363358,0,0.00737067,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-7,-3,174.7702687,48.2605315,169.3645442,22.42467554,16.83592101,22.28822498,0.07551297,0.142561093,0.076688736,0,0.008759347,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-8,-3,177.017511,45.12954087,171.4820657,22.4801623,16.54460915,22.34218706,0.075035155,0.147280693,0.076217494,0,0.01062109,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,-9,-3,178.6367449,41.66049164,173.0002588,22.51970796,16.19724391,22.38046753,0.074696304,0.153127567,0.075884943,0,0.013062719,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,0,-3,111.5817744,49.32803598,108.7145946,20.47593263,16.93093824,20.36287851,0.09432193,0.143330537,0.095527838,0,0.012528613,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-4,10,-4,3.067597484,0.349025082,2.99690588,4.86798373,-4.571433619,4.766731038,0.495831908,0.880921133,0.500201306,0.034775813,0.922540477,0.036338771
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,1,-3,92.976227,46.33789657,90.70031293,19.68371918,16.65936316,19.57608785,0.103224942,0.148960263,0.104479407,0,0.017411872,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-3,2,-3,73.88166416,40.30235817,72.15942107,18.68536669,16.05330458,18.5829304,0.115624292,0.160953244,0.116958982,0,0.027254693,0
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-4,8,-4,8.029913897,0.610452689,7.875686982,9.047108884,-2.143479887,8.962884468,0.332796333,0.799439684,0.335678441,0.000586109,0.863576017,0.000879164
10000000000,32000000000,10000000000,OOK+16QAM+OOK,-50000000000,0,50000000000,-4,9,-4,5.029142297,0.482832529,4.92690996,7.014939239,-3.162034784,6.925746255,0.407271173,0.836936478,0.410766312,0.008693953,0.899772627,0.008254371
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-10,3,28.04258642,6.257018788,29.43290349,14.47818067,7.963674591,14.68833106,0.185850186,0.371225952,0.181600223,0,0.329391299,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,-1,2,43.89771058,11.40102613,45.54452402,16.42441871,10.56943941,16.58436168,0.149429275,0.28405551,0.146797257,0,0.200929303,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-7,3,28.06807853,6.803897202,29.42641236,14.48212683,8.327577433,14.68737317,0.185768753,0.35798703,0.181619406,0,0.304442037,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-8,3,28.05887719,6.653469346,29.43049144,14.48070288,8.230481603,14.68797514,0.185798143,0.361486044,0.181607326,0,0.31091206,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-9,3,28.05025543,6.472212486,29.43232241,14.4793682,8.110527669,14.68824532,0.185825684,0.365842629,0.181601921,0,0.318602841,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,0,2,43.55321746,11.33663361,45.04470255,16.39020244,10.54484111,16.53643723,0.150004068,0.284837675,0.147589116,0,0.202401843,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,10,2,11.12634783,0.377440213,10.91581257,10.46352633,-4.231518313,10.3805607,0.28725047,0.854160351,0.289784336,0.000146527,0.884096562,0.00019536
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,1,2,42.97206521,11.17183715,44.26667844,16.33186226,10.48124597,16.46076936,0.150989172,0.286823941,0.148847843,0,0.205072254,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,2,2,42.02659428,10.87115004,43.07765766,16.23524197,10.3627549,16.34252081,0.152634497,0.290532249,0.150835688,0,0.210023957,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,3,2,40.54530292,10.38912573,41.30753301,16.07940549,10.16579002,16.16029259,0.155324642,0.296764341,0.153949168,0,0.2185769,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,4,2,38.32634604,9.677961972,38.76902756,15.83497416,9.857839113,15.88484908,0.159635848,0.306702628,0.158772471,0,0.232821632,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,5,2,35.18735549,8.705663775,35.31345454,15.46386629,9.398018901,15.47940204,0.166399994,0.321999109,0.166135329,0,0.255436192,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,6,2,31.06223811,7.483483277,30.92655724,14.92232744,8.741037925,14.90331577,0.176759286,0.344809434,0.177153388,0,0.290151527,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,7,2,26.11393487,0.673461135,25.81684348,14.16872317,-1.716874622,14.11903142,0.192185356,0.773722703,0.193262286,0,0.833665225,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,8,2,20.77164002,0.594531867,20.43045258,13.17470788,-2.258248624,13.10277987,0.214438892,0.792972454,0.216150979,0,0.84397293,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,2,9,2,15.61047168,0.493650845,15.31557583,11.93416026,-3.065801151,11.8513333,0.245466717,0.819732299,0.247684135,0,0.86120076,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-1,3,27.99162573,7.190125869,29.14190853,14.47028123,8.567364931,14.64517991,0.186011679,0.349499859,0.182470565,0,0.289335144,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-2,3,28.05172224,7.184465135,29.26175659,14.4795953,8.563944416,14.66300393,0.18582009,0.34959959,0.182110443,0,0.289953153,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-3,3,28.07842129,7.153400194,29.33464594,14.48372686,8.545125221,14.67380851,0.185735268,0.350251335,0.181892506,0,0.290929761,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-4,3,28.08627638,7.099903637,29.37826665,14.48494165,8.512524543,14.68026168,0.185710454,0.351397223,0.181762488,0,0.292570155,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-5,3,28.0840808,7.024649247,29.40384573,14.48460214,8.466246441,14.68404136,0.18571759,0.353035252,0.181686401,0,0.29569835,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,-6,3,28.07702383,6.926679387,29.41843228,14.48351071,8.40525086,14.68619525,0.185740172,0.355206326,0.181643076,0,0.299414036,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,0,3,27.87457136,7.16418496,28.94762675,14.45208198,8.551667896,14.61612964,0.186386778,0.35008751,0.183059015,0,0.290334641,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,1,3,27.6636228,7.049921216,28.63712487,14.41909054,8.481842637,14.56929413,0.187068995,0.352616259,0.184011571,0,0.294012177,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,2,3,27.30161997,6.969096907,28.14886746,14.36188417,8.431765035,14.49460926,0.188257314,0.35447694,0.185540269,0,0.2975066,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,3,3,26.70590467,6.760166911,27.39678327,14.26607294,8.29957419,14.37699574,0.190263602,0.359337295,0.187971922,0,0.30464804,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,4,3,25.76500915,6.439783662,26.27035251,14.11030301,8.088712779,14.194659,0.19356826,0.36717281,0.191800792,0,0.316466513,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,5,3,24.34754992,5.935843041,24.64776077,13.86455265,7.734824085,13.9177747,0.198890627,0.380541614,0.19775419,0,0.337509346,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,6,3,22.33498331,5.352124012,22.43246431,13.48985632,7.285261677,13.50876985,0.207266336,0.39800304,0.206861661,0,0.364350785,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,7,3,19.68526752,0.622107332,19.61534957,12.94141321,-2.061346799,12.92596052,0.220108547,0.785829584,0.220501904,0,0.842317288,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,8,3,16.50655994,0.551581762,16.3344933,12.17656573,-2.583901018,12.13105667,0.239215445,0.803804505,0.240415785,0,0.851961211,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,9,3,13.08014626,0.460639145,12.8799903,11.166126,-3.366391588,11.09915536,0.266686933,0.828849015,0.268615226,0,0.867594436,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-10,4,17.60480372,4.033937695,18.49660076,12.45631187,6.057291861,12.67091923,0.232309702,0.445723071,0.226993136,0,0.426464529,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-1,4,17.63639129,4.439192592,18.41138985,12.46409726,6.473039871,12.65086574,0.232112276,0.428843725,0.227487418,0,0.386583859,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-2,4,17.6484843,4.415062925,18.45242946,12.46707413,6.449368977,12.66053554,0.232037616,0.429782884,0.227248717,0,0.389170342,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-3,4,17.64950326,4.422930527,18.47583433,12.46732487,6.457101177,12.66604059,0.232031543,0.429459566,0.227112976,0,0.388666779,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-4,4,17.6448948,4.400326944,18.48859176,12.46619073,6.434849457,12.66903833,0.232060289,0.430350593,0.227039135,0,0.390818366,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-5,4,17.6378252,4.368567921,18.49504258,12.46445034,6.403390924,12.67055335,0.232104266,0.431617144,0.227001866,0,0.393824485,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-6,4,17.63006867,4.327041006,18.4978514,12.46254004,6.361910109,12.67121286,0.232152499,0.43329318,0.226985685,0,0.397669876,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-7,4,17.62256502,4.27457293,18.49863295,12.46069122,6.308927311,12.67139635,0.232199168,0.435440791,0.226981229,0,0.402880991,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-8,4,17.61576443,4.209554945,18.49835046,12.45901494,6.242361825,12.67133003,0.232241477,0.438148077,0.226982922,0,0.408717745,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,-9,4,17.60983786,4.130053943,18.4975667,12.45755357,6.159557241,12.67114602,0.232278362,0.441528825,0.226987506,0,0.416187264,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,0,4,17.60411078,4.408039119,18.34161156,12.45614093,6.4424544,12.63437492,0.232312354,0.430103765,0.227895123,0,0.389452642,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,3,10,3,9.779340163,0.354336912,9.605974415,9.903095528,-4.505836041,9.825414256,0.304738294,0.861276812,0.307229078,0.000537267,0.888277662,0.00039072
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,1,4,17.53676524,4.380711527,18.22572639,12.43949488,6.415446556,12.60684846,0.23273177,0.431234187,0.228577251,0,0.391932309,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,2,4,17.41070316,4.350043948,18.03715941,12.40816311,6.384936446,12.56168144,0.233523349,0.432527863,0.229700653,0,0.392901286,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,3,4,17.18957915,4.262816611,17.73656718,12.35265244,6.296966494,12.48869568,0.234932014,0.436191805,0.231526628,0,0.399119528,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,4,4,16.82022791,4.12517965,17.26865268,12.25831876,6.154428666,12.37258455,0.237343589,0.442153633,0.234458552,0,0.409785909,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-10,5,10.94562988,2.493339954,11.5119921,10.39240759,3.967814963,10.61150483,0.290117927,0.535056925,0.283558022,0,0.533799765,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-1,5,10.98947598,2.666103127,11.49967278,10.40976984,4.258769443,10.60685483,0.289588618,0.522332509,0.283695282,0,0.497573741,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-2,5,10.9870048,2.664468078,11.51103894,10.40879314,4.256105214,10.61114523,0.289618609,0.522436977,0.283567594,0,0.497871301,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-3,5,10.9815778,2.658661724,11.5163326,10.40664743,4.246630831,10.61314199,0.289684069,0.522843582,0.283508302,0,0.499237026,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-4,5,10.97508979,2.649095524,11.51818237,10.40408082,4.230976188,10.6138395,0.289762288,0.523523377,0.283487719,0,0.501564097,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-5,5,10.96857013,2.635766193,11.51817243,10.40150016,4.209068834,10.61383576,0.28984091,0.5244788,0.283488009,0,0.50386828,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-6,5,10.96253553,2.618355838,11.51723904,10.39911014,4.180286675,10.61348381,0.28991372,0.525736824,0.28349865,0,0.507034624,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-7,5,10.95720678,2.596291958,11.51592127,10.39699858,4.143535281,10.61298687,0.289978048,0.527345513,0.283513588,0,0.511421726,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-8,5,10.95264,2.568783896,11.5145178,10.39518813,4.097275699,10.61245755,0.290033206,0.529372828,0.283529469,0,0.517800192,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,-9,5,10.94880479,2.534848997,11.51318409,10.39366713,4.039520931,10.61195449,0.290079549,0.531906868,0.283544549,0,0.525101857,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,10,4,8.165959041,0.32127233,8.049080579,9.120071973,-4.931266769,9.057462751,0.330601676,0.871729542,0.332742661,0.001318746,0.893825295,0.001221001
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,5,4,16.23095233,3.918284306,16.56209101,12.10344002,5.930959447,12.19115167,0.241351301,0.451572175,0.239106549,0,0.425098805,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,6,4,15.3364146,0.933718383,15.53791628,11.85723841,-0.297840909,11.91392777,0.247845127,0.71971614,0.246366729,0,0.79720904,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,7,4,14.05968605,0.551729247,14.13317527,11.47975623,-2.582739939,11.50239745,0.258098967,0.803387385,0.25750141,0,0.852823365,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,8,4,12.3734691,0.492127384,12.34090633,10.92491478,-3.079224686,10.91347056,0.273833779,0.819563743,0.274189408,0,0.86265803,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,4,9,4,10.34814527,0.414309929,10.25070164,10.14862517,-3.826746583,10.10753593,0.297196528,0.842178388,0.298496824,0.000244212,0.877009468,0.00014652
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-10,6,6.721912088,0.39761657,7.079187307,8.274928283,-4.005355255,8.499834034,0.361203243,0.845940591,0.353247804,0.001709485,0.87842859,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-6,6,6.732724789,1.516359685,7.084393345,8.281908623,1.808022294,8.503026664,0.36095226,0.630430222,0.353134449,0.001709485,0.632673615,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-7,6,6.729206554,1.507188155,7.082799567,8.279638592,1.781674724,8.50204952,0.361033873,0.631581161,0.353169163,0.001709485,0.636648711,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-8,6,6.726279941,1.495736832,7.081393754,8.277749383,1.748551881,8.501187436,0.3611018,0.633027681,0.353199772,0.001709485,0.641218928,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-9,6,6.723873614,1.481551322,7.080192237,8.276195416,1.707167003,8.500450495,0.361157677,0.634833834,0.353225929,0.001709485,0.646559749,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,0,5,10.98566587,2.653885778,11.47794328,10.40826386,4.238822272,10.59864074,0.289633993,0.523222489,0.283940112,0,0.499908443,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,10,5,6.425598684,0.277471176,6.369759755,8.079135979,-5.567821256,8.041230526,0.367545756,0.886310477,0.368950924,0.00400508,0.900966681,0.003760684
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,1,5,10.96993132,2.652080891,11.4389562,10.40203908,4.235867664,10.58386397,0.28982273,0.523382318,0.284381243,0,0.49881739,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,2,5,10.9329625,2.631602877,11.37183089,10.38737859,4.202203525,10.55830393,0.290268183,0.52490148,0.285145914,0,0.501854028,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,3,5,10.85983556,2.586365321,11.25979271,10.35823249,4.126898685,10.51530395,0.291155906,0.528274451,0.286436521,0,0.509636366,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,4,5,10.72745836,2.53971413,11.07784187,10.30496837,4.047848352,10.44455161,0.292784432,0.531851547,0.288571064,0,0.514939038,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,5,5,10.50185171,2.45179582,10.79062696,10.21265882,3.894843003,10.33046679,0.295624941,0.538748189,0.292041182,4.88E-05,0.528710726,0
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,6,5,10.13680836,0.751001212,10.35227996,10.05901236,-1.243593618,10.15036008,0.300403294,0.75616736,0.297590078,4.88E-05,0.821564543,4.88E-05
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,7,5,9.577425635,0.461405917,9.711688988,9.812487885,-3.359168407,9.872947659,0.30820115,0.82775366,0.306305678,0.000146527,0.86751051,0.000244212
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,8,5,8.773906684,0.414818006,8.827069981,9.431930111,-3.821424006,9.458165697,0.320555338,0.84152374,0.319717507,0.000634952,0.876704281,0.000537241
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,5,9,5,7.708326733,0.352981576,7.694598831,8.869601148,-4.522479625,8.861859822,0.339510019,0.860866964,0.3397991,0.001562958,0.888560812,0.001709402
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-1,6,6.758124311,1.532886034,7.08861571,8.298261761,1.855098673,8.505614329,0.360364299,0.628391103,0.353040739,0.001709485,0.626661377,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-2,6,6.752736267,1.531893836,7.089787992,8.294797883,1.852286686,8.506332485,0.3604889,0.628505822,0.35301612,0.001709485,0.627241237,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-3,6,6.747069072,1.533287928,7.089214824,8.291151562,1.856237164,8.505981369,0.360619994,0.628327878,0.353029081,0.001709485,0.626150184,0.001856013
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-4,6,6.741697776,1.529203165,7.087815326,8.287692796,1.844651882,8.505123934,0.360744327,0.628831461,0.35305979,0.001709485,0.628126288,0.00180717
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,-5,6,6.736886716,1.523611087,7.086113155,8.284592445,1.828741243,8.504080831,0.360855777,0.629525415,0.35309696,0.001758328,0.630224467,0.001758328
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,0,6,6.762125509,1.535822235,7.084133526,8.300832272,1.863409508,8.502867384,0.360271644,0.628041139,0.353136767,0.001758328,0.625158317,0.001758328
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,10,6,4.743489222,0.31672357,4.736844633,6.760979181,-4.993196162,6.754891403,0.418339748,0.873060357,0.418602015,0.011477972,0.892161201,0.01040293
10000000000,64000000000,10000000000,OOK+16QAM+OOK,-1E+11,0,1E+11,6,1,6,6.762741528,1.532067702,7.073739768,8.30122789,1.852779571,8.496490788,0.360256822,0.628527284,0.353360721,0.001904855,0.626470633,0.001856013
