Time, activity
27-Nov-2018 00:12:03, simulation starts
27-Nov-2018 00:12:03, generate signals
Time, activity
27-Nov-2018 00:12:28, simulation starts
Time, activity
27-Nov-2018 00:15:23, simulation starts
27-Nov-2018 00:15:23, generate signals
