Time, activity
27-Nov-2018 00:01:27, simulation starts
27-Nov-2018 00:01:28, generate signals
27-Nov-2018 00:01:54, simulate link 1
27-Nov-2018 00:05:00, simulate link 2
27-Nov-2018 00:08:17, simulate link 3
Time, activity
27-Nov-2018 00:12:48, simulation starts
Time, activity
27-Nov-2018 00:15:09, simulation starts
27-Nov-2018 00:15:09, generate signals
